Personalekategori,Løntrin,Årsværk,Basisløn,Plustid,Pension,Faste/midl. tillæg (Centrale),Faste tillæg (Lokale),Midlert. tillæg (Lokale),Engangs-vederlag,Andre tillæg,Samlet løn,Periode,Ministerområde,Hovedkonto,Type
60 - Journalister,Løntrin 7,7.0,33482,0,9462,264,16891,1039,455,0,61593,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
85 - Landinspektører,AC basisløntrin 8,9.2,35570,0,9394,9126,7781,1246,0,78,63196,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
86 - Jordbrugsakademikere,AC basisløntrin 8,6.0,35571,0,9153,8063,6328,2407,556,179,62257,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
93 - Særligt aflønnede,Trin 0,22.8,40505,0,8335,6670,1309,0,36,31,56887,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
106 - Ekst lektor og UV-assistent,Trin 1,21.2,42644,0,145,0,0,0,0,0,42789,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
107 - Studenterundervisere,Trin 1,4.5,27126,0,610,0,0,0,0,0,27736,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
108 - Læger v. højere udd.ins.,LR 37 (u.åremål),4.8,53329,0,11598,3521,6960,5804,0,242,81454,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
108 - Læger v. højere udd.ins.,AC basisløntrin 8,7.6,35570,0,9152,8063,7676,996,0,82,61540,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
172 - Lærlinge og elever,Trin 1,7.0,21902,0,3174,0,0,0,0,1,25078,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
179 - Håndværkere og Teknikere,"Provins, Løntrin 1",22.6,28463,0,6118,258,7892,3045,100,114,45990,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
211 - Tjenestemandslignende,"Løngrp. 3, Provins, Løntrin 1",4.0,30180,0,8316,89,13696,532,250,0,53063,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
236 - Laboratoriefunktionærer,"Løngrp. 2, Sats II",3.9,28615,0,4698,0,1340,0,0,0,34653,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
236 - Laboratoriefunktionærer,"Løngrp. 4, Løntrin 1",11.2,32326,0,5859,26,4950,375,194,83,43814,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
236 - Laboratoriefunktionærer,"Løngrp. 5, Løntrin 1",4.9,35344,0,6438,68,5941,210,377,78,48456,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
236 - Laboratoriefunktionærer,"Løngrp. 6, Løntrin 1",3.8,37826,0,6846,76,6090,261,328,108,51534,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
239 - IT-medarbejdere,"Løngruppe 2, Løntrin 2",4.5,28035,0,4155,0,1515,0,187,0,33892,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
239 - IT-medarbejdere,"Løngruppe 2, Løntrin 3",4.7,29305,0,4700,0,959,0,0,0,34964,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
239 - IT-medarbejdere,"Løngruppe 2, Løntrin 4",5.2,30455,0,5206,0,3516,314,160,59,39711,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
239 - IT-medarbejdere,"Løngruppe 2, Løntrin 5",32.0,32219,0,6727,28,9988,41,130,221,49354,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
239 - IT-medarbejdere,"Løngruppe 3, Løntrin 1",19.8,33668,0,7500,20,14250,0,210,124,55772,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
240 - Kontorfunktionærer,Trin 1,10.6,21845,0,2685,0,0,0,39,0,24569,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
240 - Kontorfunktionærer,Trin 2,5.3,19686,0,1855,0,0,0,0,0,21540,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
240 - Kontorfunktionærer,Trin 3,10.2,17527,0,1673,0,0,0,0,0,19200,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
240 - Kontorfunktionærer,Trin 4,4.1,17948,0,2231,0,0,0,0,0,20179,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
240 - Kontorfunktionærer,"Løngrp. 3, Hovedstad, Løntrin 1",12.5,30623,0,5367,248,5647,309,173,37,42403,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
240 - Kontorfunktionærer,"Løngrp. 3, Provins, Løntrin 1",203.7,29697,0,5399,32,5274,238,200,50,40891,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
240 - Kontorfunktionærer,"Løngrp. 3, Hovedstad, Løntrin 2",5.0,32326,0,6170,0,7754,491,0,0,46741,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
240 - Kontorfunktionærer,"Løngrp. 3, Provins, Løntrin 2",69.8,31790,0,5993,50,6592,474,423,69,45392,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
240 - Kontorfunktionærer,"Løngrp. 3, Provins, Løntrin 3",25.8,35143,0,6590,39,7027,794,695,135,50424,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
240 - Kontorfunktionærer,"Løngrp. 3, Provins, Løntrin 4",21.0,37826,0,7517,55,10781,1072,989,255,58493,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
240 - Kontorfunktionærer,"Løngrp. 2, Hovedstad, Sats II",3.5,29251,0,5482,72,5161,548,0,83,40599,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
240 - Kontorfunktionærer,"Løngrp. 2, Provins, Sats II",17.5,28179,0,4576,44,2556,32,91,34,35513,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
248 - Specialarbejdere m.fl.,Trin 2,11.8,23911,0,5459,0,6359,5172,347,93,41341,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
248 - Specialarbejdere m.fl.,"Løngrp. 4, Løntrin 1",8.6,27632,0,5298,47,2990,3324,427,26,39744,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
540 - Korrespondenter,Løntrin 1,3.7,28856,0,7252,651,10750,225,0,178,47911,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
553 - Ph.d. Stipendiater,"AC basisløntrin 4, 2-årigt",115.8,29192,0,5209,1525,112,0,7,0,36045,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
553 - Ph.d. Stipendiater,AC basisløntrin 5,86.3,31461,0,5629,1525,36,135,92,0,38878,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
553 - Ph.d. Stipendiater,AC basisløntrin 6,53.4,33531,0,5940,1525,42,187,39,0,41263,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
553 - Ph.d. Stipendiater,AC basisløntrin 8,77.5,35571,0,6354,1557,244,105,38,0,43869,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
580 - Kliniske Professorer,Trin 1,18.9,47355,0,5022,331,785,404,0,173,54069,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.17 - Aalborg Universitet,Andet
38 - Bibliotekarer,AC basisløntrin 7,3.5,33960,0,7772,174,9094,1026,0,115,52141,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.21 - Copenhagen Business School - Handelshøjskolen,Andet
39 - Erhvervss.kandidater,LR 35 (u.åremål),11.9,46765,0,8631,34,2199,255,280,159,58322,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.21 - Copenhagen Business School - Handelshøjskolen,Andet
39 - Erhvervss.kandidater,AC basisløntrin 8,14.7,35571,0,7646,4937,4350,0,199,36,52738,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.21 - Copenhagen Business School - Handelshøjskolen,Andet
44 - Ingeniører,AC basisløntrin 8,16.0,35571,0,8065,5892,3927,615,1769,82,55920,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.21 - Copenhagen Business School - Handelshøjskolen,Andet
46 - Jurister/økonomer,LR 35 (u.åremål),38.5,46652,0,8878,27,3952,123,170,39,59841,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.21 - Copenhagen Business School - Handelshøjskolen,Andet
46 - Jurister/økonomer,LR 36 (u.åremål),15.4,50344,0,9930,158,6141,251,491,124,67440,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.21 - Copenhagen Business School - Handelshøjskolen,Andet
46 - Jurister/økonomer,LR 36 (pers.ledelse u.åremål),27.6,52706,0,11378,595,11648,426,427,47,77227,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.21 - Copenhagen Business School - Handelshøjskolen,Andet
46 - Jurister/økonomer,LR 37 (m.åremål),9.0,50041,0,13339,8728,8762,16357,870,90,98187,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.21 - Copenhagen Business School - Handelshøjskolen,Andet
46 - Jurister/økonomer,LR 37 (u.åremål),80.7,53283,0,13336,11868,7417,4542,4014,190,94651,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.21 - Copenhagen Business School - Handelshøjskolen,Andet
46 - Jurister/økonomer,LR 38 (u.åremål),7.6,60678,0,15032,11868,8165,5975,3739,176,105633,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.21 - Copenhagen Business School - Handelshøjskolen,Andet
46 - Jurister/økonomer,"AC basisløntrin 4, 2-årigt",10.5,29192,0,6157,3411,2899,0,119,0,41777,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.21 - Copenhagen Business School - Handelshøjskolen,Andet
46 - Jurister/økonomer,AC basisløntrin 5,9.0,31461,0,6309,3821,1368,0,0,0,42959,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.21 - Copenhagen Business School - Handelshøjskolen,Andet
46 - Jurister/økonomer,AC basisløntrin 6,36.6,33527,0,7523,5365,4135,178,280,43,51051,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.21 - Copenhagen Business School - Handelshøjskolen,Andet
46 - Jurister/økonomer,AC basisløntrin 8,302.1,35569,0,8477,7862,4418,659,2729,37,59751,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.21 - Copenhagen Business School - Handelshøjskolen,Andet
49 - Magistre,LR 35 (u.åremål),40.4,46983,0,8945,55,3943,152,276,172,60526,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.21 - Copenhagen Business School - Handelshøjskolen,Andet
49 - Magistre,LR 36 (u.åremål),13.8,51209,0,9930,31,5306,348,422,101,67346,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.21 - Copenhagen Business School - Handelshøjskolen,Andet
49 - Magistre,LR 36 (pers.ledelse u.åremål),10.0,52706,0,11149,1725,9610,867,292,0,76348,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.21 - Copenhagen Business School - Handelshøjskolen,Andet
49 - Magistre,LR 37 (m.åremål),4.0,51479,0,13793,4574,4279,23918,1823,375,100240,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.21 - Copenhagen Business School - Handelshøjskolen,Andet
49 - Magistre,LR 37 (u.åremål),26.3,53329,0,12923,10208,7248,3865,3643,225,91440,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.21 - Copenhagen Business School - Handelshøjskolen,Andet
49 - Magistre,"AC basisløntrin 4, 2-årigt",17.3,29192,0,5961,3821,1317,0,0,4,40295,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.21 - Copenhagen Business School - Handelshøjskolen,Andet
49 - Magistre,AC basisløntrin 5,5.0,31461,0,6254,3111,1678,0,0,0,42505,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.21 - Copenhagen Business School - Handelshøjskolen,Andet
49 - Magistre,AC basisløntrin 6,26.7,33531,0,7781,5259,6179,167,1216,16,54149,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.21 - Copenhagen Business School - Handelshøjskolen,Andet
49 - Magistre,AC basisløntrin 8,163.7,35568,0,8321,7006,4812,548,950,94,57298,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.21 - Copenhagen Business School - Handelshøjskolen,Andet
82 - Timelønnede,Trin 0,7.1,19670,0,137,0,0,0,0,0,19807,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.21 - Copenhagen Business School - Handelshøjskolen,Andet
106 - Ekst lektor og UV-assistent,Trin 1,27.4,42689,0,227,44,0,0,0,4,42964,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.21 - Copenhagen Business School - Handelshøjskolen,Andet
107 - Studenterundervisere,Trin 1,9.2,23222,0,522,0,0,0,0,0,23745,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.21 - Copenhagen Business School - Handelshøjskolen,Andet
239 - IT-medarbejdere,Trin 1,3.4,24772,0,4135,0,0,0,0,2468,31374,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.21 - Copenhagen Business School - Handelshøjskolen,Andet
239 - IT-medarbejdere,"Løngruppe 2, Løntrin 4",3.6,30582,0,6055,0,7454,0,0,2,44094,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.21 - Copenhagen Business School - Handelshøjskolen,Andet
239 - IT-medarbejdere,"Løngruppe 2, Løntrin 5",34.5,32184,0,7246,1086,12760,190,145,59,53669,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.21 - Copenhagen Business School - Handelshøjskolen,Andet
239 - IT-medarbejdere,"Løngruppe 3, Løntrin 1",4.8,33668,0,8559,0,18968,2683,260,0,64137,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.21 - Copenhagen Business School - Handelshøjskolen,Andet
240 - Kontorfunktionærer,Trin 1,9.1,25458,0,3485,0,2560,681,281,91,32557,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.21 - Copenhagen Business School - Handelshøjskolen,Andet
240 - Kontorfunktionærer,Trin 2,12.2,20521,0,1462,23,0,0,0,651,22656,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.21 - Copenhagen Business School - Handelshøjskolen,Andet
240 - Kontorfunktionærer,Trin 3,14.1,20000,0,1574,0,0,0,0,450,22023,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.21 - Copenhagen Business School - Handelshøjskolen,Andet
240 - Kontorfunktionærer,Trin 4,5.5,19512,0,2033,62,0,0,0,339,21945,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.21 - Copenhagen Business School - Handelshøjskolen,Andet
240 - Kontorfunktionærer,"Løngrp. 3, Hovedstad, Løntrin 1",90.5,30623,0,5633,121,5696,312,150,41,42576,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.21 - Copenhagen Business School - Handelshøjskolen,Andet
240 - Kontorfunktionærer,"Løngrp. 3, Hovedstad, Løntrin 2",42.1,32326,0,5941,106,6013,76,283,145,44890,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.21 - Copenhagen Business School - Handelshøjskolen,Andet
240 - Kontorfunktionærer,"Løngrp. 3, Hovedstad, Løntrin 3",18.5,35143,0,6761,69,8490,481,135,42,51122,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.21 - Copenhagen Business School - Handelshøjskolen,Andet
240 - Kontorfunktionærer,"Løngrp. 2, Hovedstad, Sats II",10.6,29252,0,4511,116,2520,0,118,22,36540,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.21 - Copenhagen Business School - Handelshøjskolen,Andet
252 - Vagtfunktionærer,Løngruppe II,17.0,25217,0,4859,133,5643,550,147,1619,38168,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.21 - Copenhagen Business School - Handelshøjskolen,Andet
553 - Ph.d. Stipendiater,"AC basisløntrin 4, 2-årigt",26.0,29192,0,5190,1525,0,0,0,0,35906,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.21 - Copenhagen Business School - Handelshøjskolen,Andet
553 - Ph.d. Stipendiater,AC basisløntrin 5,20.8,31461,0,5615,1525,209,0,0,0,38810,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.21 - Copenhagen Business School - Handelshøjskolen,Andet
553 - Ph.d. Stipendiater,AC basisløntrin 6,11.4,33531,0,6245,1525,0,0,291,0,41593,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.21 - Copenhagen Business School - Handelshøjskolen,Andet
553 - Ph.d. Stipendiater,AC basisløntrin 8,20.4,35509,0,6235,1506,150,0,0,0,43401,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.21 - Copenhagen Business School - Handelshøjskolen,Andet
22 - Civiløkonomer,LR 35 (u.åremål),21.4,46481,0,8629,31,2778,0,0,36,57956,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.37 - Danmarks Tekniske Universitet,Andet
22 - Civiløkonomer,LR 36 (pers.ledelse u.åremål),10.0,52706,0,10602,0,8136,0,0,0,71443,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.37 - Danmarks Tekniske Universitet,Andet
22 - Civiløkonomer,AC basisløntrin 7,5.0,33960,0,7557,5975,4544,123,0,130,52288,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.37 - Danmarks Tekniske Universitet,Andet
36 - Bygningskonstruktør,LR 35 (u.åremål),3.7,47395,0,9625,75,5268,2307,0,144,64814,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.37 - Danmarks Tekniske Universitet,Andet
38 - Bibliotekarer,LR 35 (u.åremål),10.8,46889,0,8631,102,2191,114,0,118,58045,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.37 - Danmarks Tekniske Universitet,Andet
38 - Bibliotekarer,AC basisløntrin 7,3.6,33960,0,7312,2481,5822,0,0,0,49575,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.37 - Danmarks Tekniske Universitet,Andet
38 - Bibliotekarer,AC basisløntrin 8,6.0,35571,0,7556,1799,6140,0,0,0,51066,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.37 - Danmarks Tekniske Universitet,Andet
39 - Erhvervss.kandidater,LR 35 (u.åremål),4.9,46398,0,8790,0,3705,125,0,0,59018,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.37 - Danmarks Tekniske Universitet,Andet
39 - Erhvervss.kandidater,LR 36 (u.åremål),5.0,50199,0,9440,0,3234,614,0,0,63487,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.37 - Danmarks Tekniske Universitet,Andet
39 - Erhvervss.kandidater,AC basisløntrin 6,5.0,33531,0,7500,5659,4912,123,0,0,51726,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.37 - Danmarks Tekniske Universitet,Andet
39 - Erhvervss.kandidater,AC basisløntrin 8,15.5,35571,0,7516,4641,3789,0,0,35,51552,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.37 - Danmarks Tekniske Universitet,Andet
40 - Ingeniørassistenter,Trin 1,138.5,32055,0,6574,67,9422,219,9,169,48515,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.37 - Danmarks Tekniske Universitet,Andet
43 - Arkitekter,LR 35 (u.åremål),9.5,46833,0,9198,135,5645,0,0,106,61917,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.37 - Danmarks Tekniske Universitet,Andet
43 - Arkitekter,LR 36 (u.åremål),4.0,50369,0,10229,0,8290,0,0,0,68888,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.37 - Danmarks Tekniske Universitet,Andet
43 - Arkitekter,LR 36 (pers.ledelse u.åremål),4.0,52706,0,11037,126,10554,0,0,125,74548,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.37 - Danmarks Tekniske Universitet,Andet
43 - Arkitekter,AC basisløntrin 8,8.0,35571,0,8748,6788,7983,0,0,187,59276,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.37 - Danmarks Tekniske Universitet,Andet
44 - Ingeniører,Trin 4,4.0,35571,0,8819,7452,7394,0,0,126,59362,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.37 - Danmarks Tekniske Universitet,Andet
44 - Ingeniører,LR 35 (u.åremål),116.8,46684,0,8876,52,3839,153,0,41,59644,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.37 - Danmarks Tekniske Universitet,Andet
44 - Ingeniører,LR 36 (u.åremål),63.3,51097,0,10029,189,6616,135,0,106,68172,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.37 - Danmarks Tekniske Universitet,Andet
44 - Ingeniører,LR 36 (pers.ledelse u.åremål),45.9,52706,0,11299,59,12005,59,196,51,76376,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.37 - Danmarks Tekniske Universitet,Andet
44 - Ingeniører,LR 37 (m.åremål),14.0,50422,0,15439,192,23804,14708,2866,225,107656,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.37 - Danmarks Tekniske Universitet,Andet
44 - Ingeniører,LR 37 (u.åremål),136.1,53329,0,12115,4087,11488,753,121,126,82019,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.37 - Danmarks Tekniske Universitet,Andet
44 - Ingeniører,LR 38 (u.åremål),17.0,60679,0,13666,4206,12464,1409,0,424,92849,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.37 - Danmarks Tekniske Universitet,Andet
44 - Ingeniører,AC basisløntrin 1,24.4,26709,0,4857,270,423,0,0,0,32259,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.37 - Danmarks Tekniske Universitet,Andet
44 - Ingeniører,AC basisløntrin 2,5.6,27685,0,4927,632,1529,0,0,0,34773,"2024, 2. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.37 - Danmarks Tekniske Universitet,Andet
