Personalekategori,Klasse/Lønramme,Løntrin,Årsværk,Basisløn,Plustid,Pension,Faste/midl. tillæg (Centrale),Faste tillæg (Lokale),Midlert. tillæg (Lokale),Engangs-vederlag,Andre tillæg,Samlet løn,Periode,Ministerområde,Hovedkonto,Type
240 - Kontorfunktionærer,66 - Løngrp 3  Hovedstad SKAT,"Løngrp. 3, Hovedstad, Skat, Løntrin 1",6.0,27372,0,4635,0,2175,0,209,7,34398,"2024, 1. kvt.",§9 - Skatteministeriet,§9.31.06 - Udviklings- og Forenklingsstyrelsen,Styrelse
240 - Kontorfunktionærer,68 - Løngrp 4 Hovedstad SKAT,"Løngrp. 4, Hovedstad, Skat, Løntrin 1",33.6,30440,96,5515,20,7172,0,762,11,44015,"2024, 1. kvt.",§9 - Skatteministeriet,§9.31.06 - Udviklings- og Forenklingsstyrelsen,Styrelse
240 - Kontorfunktionærer,80 - Løngruppe 5  SKAT,Trin 2,7.0,35705,0,6178,0,4146,0,952,27,47008,"2024, 1. kvt.",§9 - Skatteministeriet,§9.31.06 - Udviklings- og Forenklingsstyrelsen,Styrelse
240 - Kontorfunktionærer,81 - Løngruppe 6    SKAT,Trin 1,19.0,42605,0,6455,21,1920,194,724,12,51930,"2024, 1. kvt.",§9 - Skatteministeriet,§9.31.06 - Udviklings- og Forenklingsstyrelsen,Styrelse
240 - Kontorfunktionærer,81 - Løngruppe 6    SKAT,Trin 2,29.3,45160,580,7494,64,7058,271,1010,56,61693,"2024, 1. kvt.",§9 - Skatteministeriet,§9.31.06 - Udviklings- og Forenklingsstyrelsen,Styrelse
240 - Kontorfunktionærer,92 - Studerende,Trin 1,9.9,19623,0,2544,123,0,0,402,6,22698,"2024, 1. kvt.",§9 - Skatteministeriet,§9.31.06 - Udviklings- og Forenklingsstyrelsen,Styrelse
243 - Tjenestemænd,80 - Fagkonsulenter,Trin 1,4.0,33172,0,5969,142,3463,0,1667,47,44459,"2024, 1. kvt.",§9 - Skatteministeriet,§9.31.06 - Udviklings- og Forenklingsstyrelsen,Styrelse
243 - Tjenestemænd,80 - Fagkonsulenter,Trin 2,16.8,36273,0,6548,222,3447,0,1520,47,48057,"2024, 1. kvt.",§9 - Skatteministeriet,§9.31.06 - Udviklings- og Forenklingsstyrelsen,Styrelse
243 - Tjenestemænd,81 - Special- og chefkonsulenter,Trin 1,23.8,43163,403,7361,161,931,0,1277,86,53382,"2024, 1. kvt.",§9 - Skatteministeriet,§9.31.06 - Udviklings- og Forenklingsstyrelsen,Styrelse
243 - Tjenestemænd,81 - Special- og chefkonsulenter,Trin 2,16.2,46183,869,8600,175,4455,378,1950,120,62730,"2024, 1. kvt.",§9 - Skatteministeriet,§9.31.06 - Udviklings- og Forenklingsstyrelsen,Styrelse
257 - Fuldmægtige m.fl.,55 - Løngruppe 2,Trin 2,6.1,35789,530,7600,99,4123,0,1165,80,49386,"2024, 1. kvt.",§9 - Skatteministeriet,§9.31.06 - Udviklings- og Forenklingsstyrelsen,Styrelse
257 - Fuldmægtige m.fl.,56 - Løngruppe 3,Trin 2,4.0,46885,0,9549,0,4464,0,1146,12,62056,"2024, 1. kvt.",§9 - Skatteministeriet,§9.31.06 - Udviklings- og Forenklingsstyrelsen,Styrelse
22 - Civiløkonomer,56 - Civiløkonomer,LR 35 (u.åremål),6.0,43559,0,7965,64,1801,0,1181,74,54643,"2024, 1. kvt.",§9 - Skatteministeriet,§9.31.08 - Administrations- og Servicestyrelsen,Styrelse
46 - Jurister/økonomer,65 - Jurister og Økonomer m.fl,LR 35 (u.åremål),23.3,43558,0,7986,191,1950,0,840,0,54524,"2024, 1. kvt.",§9 - Skatteministeriet,§9.31.08 - Administrations- og Servicestyrelsen,Styrelse
46 - Jurister/økonomer,65 - Jurister og Økonomer m.fl,LR 36 (u.åremål),22.7,46160,819,8699,25,2633,0,1668,0,60005,"2024, 1. kvt.",§9 - Skatteministeriet,§9.31.08 - Administrations- og Servicestyrelsen,Styrelse
46 - Jurister/økonomer,65 - Jurister og Økonomer m.fl,LR 36 (pers.ledelse u.åremål),5.0,49750,0,9229,0,2554,510,2500,0,64543,"2024, 1. kvt.",§9 - Skatteministeriet,§9.31.08 - Administrations- og Servicestyrelsen,Styrelse
46 - Jurister/økonomer,65 - Jurister og Økonomer m.fl,"AC basisløntrin 4, 2-årigt",8.0,27555,0,5517,3545,960,0,260,0,37837,"2024, 1. kvt.",§9 - Skatteministeriet,§9.31.08 - Administrations- og Servicestyrelsen,Styrelse
46 - Jurister/økonomer,65 - Jurister og Økonomer m.fl,AC basisløntrin 5,8.0,29697,0,5833,3545,663,0,1406,0,41144,"2024, 1. kvt.",§9 - Skatteministeriet,§9.31.08 - Administrations- og Servicestyrelsen,Styrelse
46 - Jurister/økonomer,65 - Jurister og Økonomer m.fl,AC basisløntrin 6,5.9,31651,0,6468,4048,2031,0,1208,0,45405,"2024, 1. kvt.",§9 - Skatteministeriet,§9.31.08 - Administrations- og Servicestyrelsen,Styrelse
46 - Jurister/økonomer,65 - Jurister og Økonomer m.fl,AC basisløntrin 8,29.7,33576,0,6903,4649,2139,90,575,0,47931,"2024, 1. kvt.",§9 - Skatteministeriet,§9.31.08 - Administrations- og Servicestyrelsen,Styrelse
46 - Jurister/økonomer,90 - Kontraktansatte Chefer,LR 37 (u.åremål),4.0,51653,0,11410,0,13916,0,4792,0,81771,"2024, 1. kvt.",§9 - Skatteministeriet,§9.31.08 - Administrations- og Servicestyrelsen,Styrelse
49 - Magistre,64 - Magistre,LR 35 (u.åremål),13.7,43558,0,7800,0,869,0,1005,0,53233,"2024, 1. kvt.",§9 - Skatteministeriet,§9.31.08 - Administrations- og Servicestyrelsen,Styrelse
49 - Magistre,64 - Magistre,"AC basisløntrin 4, 2-årigt",4.2,27212,0,5197,3401,361,0,0,0,36172,"2024, 1. kvt.",§9 - Skatteministeriet,§9.31.08 - Administrations- og Servicestyrelsen,Styrelse
49 - Magistre,64 - Magistre,AC basisløntrin 6,5.0,31651,0,6215,4048,576,0,1333,0,43822,"2024, 1. kvt.",§9 - Skatteministeriet,§9.31.08 - Administrations- og Servicestyrelsen,Styrelse
49 - Magistre,64 - Magistre,AC basisløntrin 8,13.9,33576,0,7026,4719,2700,193,781,0,48994,"2024, 1. kvt.",§9 - Skatteministeriet,§9.31.08 - Administrations- og Servicestyrelsen,Styrelse
240 - Kontorfunktionærer,65 - Løngrp 2 Provins SKAT,"Løngrp. 2, Provins, Skat, Løntrin 1",12.5,24841,0,4208,15,1756,107,581,12,31520,"2024, 1. kvt.",§9 - Skatteministeriet,§9.31.08 - Administrations- og Servicestyrelsen,Styrelse
240 - Kontorfunktionærer,66 - Løngrp 3  Hovedstad SKAT,"Løngrp. 3, Hovedstad, Skat, Løntrin 1",3.3,27612,0,4821,0,1114,0,0,17,33564,"2024, 1. kvt.",§9 - Skatteministeriet,§9.31.08 - Administrations- og Servicestyrelsen,Styrelse
240 - Kontorfunktionærer,67 - Løngruppe 3 Provins SKAT,"Løngrp. 3, Provins, Skat, Løntrin 1",19.0,26507,0,4335,11,1226,70,767,13,32929,"2024, 1. kvt.",§9 - Skatteministeriet,§9.31.08 - Administrations- og Servicestyrelsen,Styrelse
240 - Kontorfunktionærer,67 - Løngruppe 3 Provins SKAT,"Løngrp. 3, Provins, Skat, Løntrin 2",5.0,28032,0,4562,56,2640,0,833,18,36141,"2024, 1. kvt.",§9 - Skatteministeriet,§9.31.08 - Administrations- og Servicestyrelsen,Styrelse
240 - Kontorfunktionærer,68 - Løngrp 4 Hovedstad SKAT,"Løngrp. 4, Hovedstad, Skat, Løntrin 1",17.0,30513,0,5667,33,7105,0,662,29,44010,"2024, 1. kvt.",§9 - Skatteministeriet,§9.31.08 - Administrations- og Servicestyrelsen,Styrelse
240 - Kontorfunktionærer,69 - Løngruppe 4 Provins SKAT,"Løngrp. 4, Provins, Skat, Løntrin 1",59.4,29939,80,5122,23,3086,191,1031,17,39488,"2024, 1. kvt.",§9 - Skatteministeriet,§9.31.08 - Administrations- og Servicestyrelsen,Styrelse
240 - Kontorfunktionærer,80 - Løngruppe 5  SKAT,Trin 1,7.9,33172,0,5612,0,2725,170,530,8,42217,"2024, 1. kvt.",§9 - Skatteministeriet,§9.31.08 - Administrations- og Servicestyrelsen,Styrelse
240 - Kontorfunktionærer,80 - Løngruppe 5  SKAT,Trin 2,4.0,35705,0,5884,78,2073,0,1042,108,44889,"2024, 1. kvt.",§9 - Skatteministeriet,§9.31.08 - Administrations- og Servicestyrelsen,Styrelse
240 - Kontorfunktionærer,81 - Løngruppe 6    SKAT,Trin 1,16.0,42246,381,6806,115,1830,0,936,33,52347,"2024, 1. kvt.",§9 - Skatteministeriet,§9.31.08 - Administrations- og Servicestyrelsen,Styrelse
240 - Kontorfunktionærer,81 - Løngruppe 6    SKAT,Trin 2,12.3,44576,1024,7211,59,1437,652,1494,12,56466,"2024, 1. kvt.",§9 - Skatteministeriet,§9.31.08 - Administrations- og Servicestyrelsen,Styrelse
240 - Kontorfunktionærer,84 - Voksenelever I Provinsen,Trin 1,4.0,21304,0,2988,0,0,0,0,2,24294,"2024, 1. kvt.",§9 - Skatteministeriet,§9.31.08 - Administrations- og Servicestyrelsen,Styrelse
243 - Tjenestemænd,68 - Konsulenter - Hovedstaden,Trin 1,4.7,30640,0,5115,54,1002,0,1329,21,38160,"2024, 1. kvt.",§9 - Skatteministeriet,§9.31.08 - Administrations- og Servicestyrelsen,Styrelse
243 - Tjenestemænd,81 - Special- og chefkonsulenter,Trin 1,8.0,43559,0,7274,89,536,173,1042,15,52688,"2024, 1. kvt.",§9 - Skatteministeriet,§9.31.08 - Administrations- og Servicestyrelsen,Styrelse
257 - Fuldmægtige m.fl.,55 - Løngruppe 2,Trin 2,4.0,36273,0,7433,82,3174,334,521,13,47829,"2024, 1. kvt.",§9 - Skatteministeriet,§9.31.08 - Administrations- og Servicestyrelsen,Styrelse
257 - Fuldmægtige m.fl.,56 - Løngruppe 3,Trin 1,4.0,43559,0,8193,87,168,0,1146,16,53169,"2024, 1. kvt.",§9 - Skatteministeriet,§9.31.08 - Administrations- og Servicestyrelsen,Styrelse
46 - Jurister/økonomer,65 - Jurister og Økonomer m.fl,LR 35 (u.åremål),12.7,43558,0,7907,0,1497,0,524,0,53486,"2024, 1. kvt.",§9 - Skatteministeriet,§9.41.01 - Spillemyndigheden,Andet
46 - Jurister/økonomer,65 - Jurister og Økonomer m.fl,LR 36 (u.åremål),4.0,46885,0,8749,0,3120,0,0,0,58754,"2024, 1. kvt.",§9 - Skatteministeriet,§9.41.01 - Spillemyndigheden,Andet
46 - Jurister/økonomer,65 - Jurister og Økonomer m.fl,AC basisløntrin 5,5.0,29697,0,5719,3545,0,0,333,0,39295,"2024, 1. kvt.",§9 - Skatteministeriet,§9.41.01 - Spillemyndigheden,Andet
46 - Jurister/økonomer,65 - Jurister og Økonomer m.fl,AC basisløntrin 8,13.9,33576,0,7059,4508,3109,0,541,0,48793,"2024, 1. kvt.",§9 - Skatteministeriet,§9.41.01 - Spillemyndigheden,Andet
46 - Jurister/økonomer,90 - Kontraktansatte Chefer,LR 37 (m.åremål),5.0,51653,0,11997,0,8644,8705,4167,0,85166,"2024, 1. kvt.",§9 - Skatteministeriet,§9.41.01 - Spillemyndigheden,Andet
240 - Kontorfunktionærer,77 - Løngruppe 3 - provins,"Løngrp. 3, Provins, Løntrin 2",8.0,30007,0,4899,0,1334,0,208,9,36458,"2024, 1. kvt.",§9 - Skatteministeriet,§9.41.01 - Spillemyndigheden,Andet
240 - Kontorfunktionærer,77 - Løngruppe 3 - provins,"Løngrp. 3, Provins, Løntrin 3",4.8,33172,0,5244,0,408,0,1132,8,39965,"2024, 1. kvt.",§9 - Skatteministeriet,§9.41.01 - Spillemyndigheden,Andet
240 - Kontorfunktionærer,77 - Løngruppe 3 - provins,"Løngrp. 3, Provins, Løntrin 4",9.0,35704,0,5727,67,928,0,602,12,43040,"2024, 1. kvt.",§9 - Skatteministeriet,§9.41.01 - Spillemyndigheden,Andet
240 - Kontorfunktionærer,92 - Studerende,Trin 1,4.1,19257,0,2449,0,0,0,0,765,22470,"2024, 1. kvt.",§9 - Skatteministeriet,§9.41.01 - Spillemyndigheden,Andet
46 - Jurister/økonomer,65 - Jurister og Økonomer m.fl,LR 35 (u.åremål),10.0,46146,0,8738,0,3490,303,3346,0,62023,"2024, 2. kvt.",§10 - Økonomiministeriet,§10.11.01 - Departementet,Departement
46 - Jurister/økonomer,65 - Jurister og Økonomer m.fl,LR 36 (u.åremål),16.9,49671,0,10230,28,8956,0,3686,33,72604,"2024, 2. kvt.",§10 - Økonomiministeriet,§10.11.01 - Departementet,Departement
46 - Jurister/økonomer,65 - Jurister og Økonomer m.fl,"AC basisløntrin 4, 2-årigt",8.2,28959,0,5475,3653,0,0,507,0,38593,"2024, 2. kvt.",§10 - Økonomiministeriet,§10.11.01 - Departementet,Departement
46 - Jurister/økonomer,65 - Jurister og Økonomer m.fl,AC basisløntrin 5,4.0,31461,0,6439,3889,2196,0,2104,0,46090,"2024, 2. kvt.",§10 - Økonomiministeriet,§10.11.01 - Departementet,Departement
46 - Jurister/økonomer,90 - Kontraktansatte Chefer,LR 37 (m.åremål),4.0,54722,0,12806,5242,0,13765,8854,0,95389,"2024, 2. kvt.",§10 - Økonomiministeriet,§10.11.01 - Departementet,Departement
46 - Jurister/økonomer,65 - Jurister og Økonomer m.fl,LR 35 (u.åremål),5.0,46146,0,8467,0,2211,0,833,0,57657,"2024, 2. kvt.",§10 - Økonomiministeriet,§10.11.09 - De Økonomiske Råd,Andet
46 - Jurister/økonomer,65 - Jurister og Økonomer m.fl,LR 36 (u.åremål),9.6,49671,0,10448,32,9945,0,1615,0,71711,"2024, 2. kvt.",§10 - Økonomiministeriet,§10.11.09 - De Økonomiske Råd,Andet
46 - Jurister/økonomer,65 - Jurister og Økonomer m.fl,"AC basisløntrin 4, 2-årigt",3.9,29376,0,5922,3887,1027,0,0,0,40213,"2024, 2. kvt.",§10 - Økonomiministeriet,§10.11.09 - De Økonomiske Råd,Andet
46 - Jurister/økonomer,65 - Jurister og Økonomer m.fl,LR 35 (u.åremål),36.0,46146,0,8976,0,1706,3481,494,0,60804,"2024, 2. kvt.",§11 - Justitsministeriet,§11.11.01 - Departementet,Departement
46 - Jurister/økonomer,65 - Jurister og Økonomer m.fl,LR 36 (u.åremål),40.8,49671,0,10325,39,4156,5707,1768,0,71666,"2024, 2. kvt.",§11 - Justitsministeriet,§11.11.01 - Departementet,Departement
46 - Jurister/økonomer,65 - Jurister og Økonomer m.fl,"AC basisløntrin 4, 2-årigt",58.8,28950,0,6087,4701,1459,21,75,0,41294,"2024, 2. kvt.",§11 - Justitsministeriet,§11.11.01 - Departementet,Departement
46 - Jurister/økonomer,65 - Jurister og Økonomer m.fl,AC basisløntrin 5,24.8,31461,0,6757,3756,4143,0,116,0,46233,"2024, 2. kvt.",§11 - Justitsministeriet,§11.11.01 - Departementet,Departement
46 - Jurister/økonomer,65 - Jurister og Økonomer m.fl,AC basisløntrin 6,24.0,33531,0,7457,4288,5134,794,10,0,51214,"2024, 2. kvt.",§11 - Justitsministeriet,§11.11.01 - Departementet,Departement
46 - Jurister/økonomer,65 - Jurister og Økonomer m.fl,AC basisløntrin 8,20.9,35571,0,8310,6236,4543,1293,0,0,55952,"2024, 2. kvt.",§11 - Justitsministeriet,§11.11.01 - Departementet,Departement
46 - Jurister/økonomer,90 - Kontraktansatte Chefer,LR 37 (m.åremål),21.0,57678,0,14614,0,13212,10359,754,0,96616,"2024, 2. kvt.",§11 - Justitsministeriet,§11.11.01 - Departementet,Departement
46 - Jurister/økonomer,90 - Kontraktansatte Chefer,LR 39 (m.åremål),6.0,81593,0,21669,5062,9941,23690,0,0,141956,"2024, 2. kvt.",§11 - Justitsministeriet,§11.11.01 - Departementet,Departement
93 - Særligt aflønnede,0 - Ingen klasse,Trin 0,13.0,21764,0,2024,0,0,0,0,0,23787,"2024, 2. kvt.",§11 - Justitsministeriet,§11.11.01 - Departementet,Departement
240 - Kontorfunktionærer,35 - Studerende             (HK),Trin 2,3.3,20386,0,2202,0,0,0,0,0,22589,"2024, 2. kvt.",§11 - Justitsministeriet,§11.11.01 - Departementet,Departement
240 - Kontorfunktionærer,35 - Studerende             (HK),Trin 3,3.2,21217,0,2133,91,0,0,0,0,23442,"2024, 2. kvt.",§11 - Justitsministeriet,§11.11.01 - Departementet,Departement
240 - Kontorfunktionærer,35 - Studerende             (HK),Trin 5,6.8,21538,0,2811,106,0,0,99,0,24553,"2024, 2. kvt.",§11 - Justitsministeriet,§11.11.01 - Departementet,Departement
240 - Kontorfunktionærer,76 - Løngruppe 3 - hovedstad,"Løngrp. 3, Hovedstad, Løntrin 1",9.7,30623,0,5265,597,2902,589,188,68,40232,"2024, 2. kvt.",§11 - Justitsministeriet,§11.11.01 - Departementet,Departement
240 - Kontorfunktionærer,76 - Løngruppe 3 - hovedstad,"Løngrp. 3, Hovedstad, Løntrin 2",3.8,32326,0,6040,0,6552,0,437,22,45377,"2024, 2. kvt.",§11 - Justitsministeriet,§11.11.01 - Departementet,Departement
240 - Kontorfunktionærer,76 - Løngruppe 3 - hovedstad,"Løngrp. 3, Hovedstad, Løntrin 3",3.8,35143,0,6549,161,6967,0,481,158,49458,"2024, 2. kvt.",§11 - Justitsministeriet,§11.11.01 - Departementet,Departement
240 - Kontorfunktionærer,88 - Løngruppe 2 - hovedstad,"Løngrp. 2, Hovedstad, Sats II",5.0,29252,0,4756,96,878,164,357,111,35614,"2024, 2. kvt.",§11 - Justitsministeriet,§11.11.01 - Departementet,Departement
46 - Jurister/økonomer,65 - Jurister og Økonomer m.fl,LR 35 (u.åremål),14.2,46146,0,8553,17,4679,180,234,17,59827,"2024, 2. kvt.",§11 - Justitsministeriet,§11.11.11 - Civilstyrelsen,Styrelse
46 - Jurister/økonomer,65 - Jurister og Økonomer m.fl,LR 36 (u.åremål),8.8,50177,0,10139,0,5169,2755,143,0,68381,"2024, 2. kvt.",§11 - Justitsministeriet,§11.11.11 - Civilstyrelsen,Styrelse
46 - Jurister/økonomer,65 - Jurister og Økonomer m.fl,"AC basisløntrin 4, 2-årigt",28.4,29150,0,5773,3739,83,0,0,0,38744,"2024, 2. kvt.",§11 - Justitsministeriet,§11.11.11 - Civilstyrelsen,Styrelse
46 - Jurister/økonomer,65 - Jurister og Økonomer m.fl,AC basisløntrin 5,11.0,31461,0,6362,3756,1511,215,91,0,43396,"2024, 2. kvt.",§11 - Justitsministeriet,§11.11.11 - Civilstyrelsen,Styrelse
46 - Jurister/økonomer,65 - Jurister og Økonomer m.fl,AC basisløntrin 6,6.8,33531,0,6668,4288,1138,0,0,0,45625,"2024, 2. kvt.",§11 - Justitsministeriet,§11.11.11 - Civilstyrelsen,Styrelse
46 - Jurister/økonomer,65 - Jurister og Økonomer m.fl,AC basisløntrin 8,15.9,35389,203,7748,4568,2743,337,0,0,50989,"2024, 2. kvt.",§11 - Justitsministeriet,§11.11.11 - Civilstyrelsen,Styrelse
240 - Kontorfunktionærer,77 - Løngruppe 3 - provins,"Løngrp. 3, Provins, Løntrin 1",23.4,29697,0,5146,12,3107,0,36,169,38166,"2024, 2. kvt.",§11 - Justitsministeriet,§11.11.11 - Civilstyrelsen,Styrelse
240 - Kontorfunktionærer,89 - Løngruppe 2 - provins,"Løngrp. 2, Provins, Sats I",4.0,26317,0,4093,0,1400,0,0,281,32091,"2024, 2. kvt.",§11 - Justitsministeriet,§11.11.11 - Civilstyrelsen,Styrelse
240 - Kontorfunktionærer,89 - Løngruppe 2 - provins,"Løngrp. 2, Provins, Sats II",9.0,28179,0,4307,0,805,0,0,79,33371,"2024, 2. kvt.",§11 - Justitsministeriet,§11.11.11 - Civilstyrelsen,Styrelse
46 - Jurister/økonomer,65 - Jurister og Økonomer m.fl,LR 35 (u.åremål),6.0,46146,0,9002,0,5344,950,139,0,61581,"2024, 2. kvt.",§11 - Justitsministeriet,§11.11.51 - Politiklagemyndigheden og Bevismiddeltilsynet,Andet
46 - Jurister/økonomer,65 - Jurister og Økonomer m.fl,LR 36 (u.åremål),5.0,49671,0,10102,0,8249,1148,133,0,69304,"2024, 2. kvt.",§11 - Justitsministeriet,§11.11.51 - Politiklagemyndigheden og Bevismiddeltilsynet,Andet
46 - Jurister/økonomer,65 - Jurister og Økonomer m.fl,"AC basisløntrin 4, 2-årigt",5.3,28737,0,5514,3554,0,0,0,0,37805,"2024, 2. kvt.",§11 - Justitsministeriet,§11.11.51 - Politiklagemyndigheden og Bevismiddeltilsynet,Andet
201 - Tjenestemænd,33 - Tjenestemænd LR 33,Trin 1,7.0,40438,0,8341,11084,0,0,667,0,60528,"2024, 2. kvt.",§11 - Justitsministeriet,§11.11.51 - Politiklagemyndigheden og Bevismiddeltilsynet,Andet
46 - Jurister/økonomer,65 - Jurister og Økonomer m.fl,LR 35 (u.åremål),8.3,46587,0,8760,85,3194,150,0,55,58830,"2024, 2. kvt.",§11 - Justitsministeriet,§11.11.61 - Datatilsynet,Andet
46 - Jurister/økonomer,65 - Jurister og Økonomer m.fl,LR 36 (u.åremål),4.9,50214,0,11042,0,9007,4165,600,0,75028,"2024, 2. kvt.",§11 - Justitsministeriet,§11.11.61 - Datatilsynet,Andet
46 - Jurister/økonomer,65 - Jurister og Økonomer m.fl,"AC basisløntrin 4, 2-årigt",10.8,29192,0,5695,3756,189,0,0,0,38832,"2024, 2. kvt.",§11 - Justitsministeriet,§11.11.61 - Datatilsynet,Andet
46 - Jurister/økonomer,65 - Jurister og Økonomer m.fl,AC basisløntrin 6,6.8,32190,1495,7260,4117,3519,0,0,0,48580,"2024, 2. kvt.",§11 - Justitsministeriet,§11.11.61 - Datatilsynet,Andet
46 - Jurister/økonomer,65 - Jurister og Økonomer m.fl,AC basisløntrin 8,6.3,34813,849,8316,4782,4207,0,0,0,52967,"2024, 2. kvt.",§11 - Justitsministeriet,§11.11.61 - Datatilsynet,Andet
240 - Kontorfunktionærer,76 - Løngruppe 3 - hovedstad,"Løngrp. 3, Hovedstad, Løntrin 1",4.8,30623,0,5503,420,3670,609,0,0,40825,"2024, 2. kvt.",§11 - Justitsministeriet,§11.11.61 - Datatilsynet,Andet
22 - Civiløkonomer,56 - Civiløkonomer,LR 35 (u.åremål),7.0,46461,0,8874,171,3492,610,0,21,59628,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
22 - Civiløkonomer,56 - Civiløkonomer,LR 36 (u.åremål),9.0,49964,0,9495,200,4203,0,594,0,64457,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
22 - Civiløkonomer,56 - Civiløkonomer,LR 36 (pers.ledelse u.åremål),8.0,52706,0,10909,267,8976,687,1406,83,75034,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
35 - Fysioterapeuter,51 - Fysioterapeuter,AC basisløntrin 7,5.0,33960,0,7391,1167,6695,0,417,0,49629,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
36 - Bygningskonstruktør,56 - Bygningskonstruktører,AC basisløntrin 7,5.0,33960,0,8196,0,12811,0,0,0,54967,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
38 - Bibliotekarer,55 - Cand. Scient.bibl.,LR 35 (u.åremål),5.1,45090,1215,8285,0,1018,0,568,0,56176,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
39 - Erhvervss.kandidater,56 - Cand.mag.Cand.ling.merc m.fl,LR 35 (u.åremål),14.5,46601,0,8818,32,2164,1576,593,38,59822,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
39 - Erhvervss.kandidater,56 - Cand.mag.Cand.ling.merc m.fl,LR 36 (u.åremål),4.0,50332,0,10590,0,9493,947,0,0,71361,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
39 - Erhvervss.kandidater,56 - Cand.mag.Cand.ling.merc m.fl,LR 36 (pers.ledelse u.åremål),4.0,52706,0,11632,0,5967,0,729,4,71037,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
39 - Erhvervss.kandidater,56 - Cand.mag.Cand.ling.merc m.fl,AC basisløntrin 8,7.6,35570,0,8192,2313,7391,2029,311,2,55807,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
43 - Arkitekter,54 - Arkitekter m.fl,LR 35 (u.åremål),6.0,46146,0,9122,0,6042,0,347,0,61657,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
44 - Ingeniører,72 - Akademiingeniører m.fl,LR 36 (u.åremål),4.0,49671,0,9437,208,4152,0,0,125,63594,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
44 - Ingeniører,74 - Civilingeniører m.fl,LR 35 (u.åremål),31.0,46928,0,9041,140,4574,71,372,241,61368,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
44 - Ingeniører,74 - Civilingeniører m.fl,LR 36 (u.åremål),15.7,50176,0,10144,90,7668,204,829,56,69168,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
44 - Ingeniører,74 - Civilingeniører m.fl,LR 36 (pers.ledelse u.åremål),4.0,52706,0,11634,0,14170,0,313,0,78822,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
44 - Ingeniører,74 - Civilingeniører m.fl,"AC basisløntrin 4, 2-årigt",5.0,29192,0,6692,2254,7139,0,192,0,45469,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
44 - Ingeniører,76 - Teknikumingeniører,LR 35 (u.åremål),5.0,47028,0,9472,451,6778,0,1492,1446,66666,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
44 - Ingeniører,76 - Teknikumingeniører,LR 36 (u.åremål),5.0,49671,0,9878,185,6751,0,167,216,66867,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
44 - Ingeniører,79 - Diplomingeniører,LR 35 (u.åremål),20.0,46587,0,9192,0,5857,154,567,1140,63497,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
44 - Ingeniører,79 - Diplomingeniører,LR 36 (u.åremål),6.0,50111,0,9921,81,6127,541,556,94,67431,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
44 - Ingeniører,79 - Diplomingeniører,"AC basisløntrin 4, 2-årigt",6.0,29192,0,6844,2504,7844,0,0,0,46384,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
46 - Jurister/økonomer,65 - Jurister og Økonomer m.fl,LR 35 (u.åremål),388.1,46962,0,8993,6,3653,483,1260,8,61364,"2024, 2. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
