Personalekategori,Stilling,Løntrin,Årsværk,Basisløn,Plustid,Pension,Faste/midl. tillæg (Centrale),Faste tillæg (Lokale),Midlert. tillæg (Lokale),Engangs-vederlag,Andre tillæg,Samlet løn,Periode,Ministerområde,Hovedkonto,Type
201 - Tjenestemænd,Konsulent,Trin 8,5.0,38720,0,7547,2109,4060,1774,1314,246,55770,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
201 - Tjenestemænd,Kontorfuldmægtig,Trin 5,55.2,30705,0,5480,388,2423,246,241,465,39949,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
201 - Tjenestemænd,Kontorfuldmægtig,Trin 6,52.7,32583,103,5870,596,2512,437,334,115,42550,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
201 - Tjenestemænd,Kontorfuldmægtig,Trin 7,10.0,35974,0,6585,608,2190,1030,429,267,47083,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
201 - Tjenestemænd,Kontorfuldmægtig,Trin 8,4.0,38720,0,8193,340,9577,1119,521,83,58554,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
201 - Tjenestemænd,Sektionsleder,Trin 1,4.0,49111,0,9834,14945,0,0,1250,5,75145,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
201 - Tjenestemænd,Sektionsleder,Trin 7,4.0,35974,0,8472,1223,11661,2251,1652,23,61256,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
201 - Tjenestemænd,Sektionsleder,Trin 8,7.0,38720,0,8873,1146,11719,1169,1167,279,63073,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
201 - Tjenestemænd,Senioranklager,Trin 1,4.9,46770,1679,9116,13916,0,0,4982,94,76556,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
201 - Tjenestemænd,Specialanklager,Trin 1,30.4,47967,1700,9360,12936,0,0,6240,117,78321,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
207 - Tjenestemænd (åremål),Advokaturchef,Trin 1,9.0,54244,0,10577,9999,2704,11787,1954,74,91339,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
207 - Tjenestemænd (åremål),Afdelingschef,Trin 1,4.0,57982,0,12769,20078,0,16470,313,547,108158,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
207 - Tjenestemænd (åremål),Centerchef,Trin 1,5.0,53217,0,10535,10947,1936,10748,2038,904,90326,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
207 - Tjenestemænd (åremål),Chefanklager,Trin 1,10.0,61720,0,12833,16031,1489,21961,0,162,114196,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
207 - Tjenestemænd (åremål),Chefpolitiinspektør,Trin 1,14.0,61186,0,14078,18745,1487,20183,387,126,116192,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
207 - Tjenestemænd (åremål),Politidirektør,Trin 1,14.0,68053,0,16217,8302,20788,24234,28,3,137625,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
207 - Tjenestemænd (åremål),Stabschef,Trin 1,8.0,61720,0,13070,16690,2081,20984,0,0,114544,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
224 - Servicemedarbejdere,Ejendomsservicemedarbejder,Trin 1,3.8,27148,0,5286,74,6631,0,219,63,39420,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
224 - Servicemedarbejdere,Ejendomsservicetekniker,Trin 1,27.9,28745,0,5219,357,3226,1138,200,496,39381,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
224 - Servicemedarbejdere,Servicemedarbejder,Trin 1,7.0,26339,0,5008,127,4324,0,118,515,36431,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
226 - Fagfotografer,Fotograf,Trin 2,4.0,29028,0,6253,298,8213,0,208,29,44030,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
238 - IT-medarbejdere,IT Sikkerhedsspecialist,"Løngruppe 3, Løntrin 1",7.0,34245,0,9154,476,20970,283,801,109,66037,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
238 - IT-medarbejdere,IT-driftsmedarbejder,"Løngruppe 3, Løntrin 1",11.0,34245,0,7872,867,12456,393,914,114,56860,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
238 - IT-medarbejdere,IT-Konsulent,"Løngruppe 3, Løntrin 1",18.0,34245,0,7810,21,12958,348,1408,350,57140,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
238 - IT-medarbejdere,IT-Konsulent,"Løngruppe 4, Løntrin 1",5.0,35746,0,9154,184,20047,0,450,31,65612,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
238 - IT-medarbejdere,IT-Medarbejder,"Løngruppe 2, Løntrin 4",7.0,31107,0,6489,208,7871,134,357,435,46601,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
238 - IT-medarbejdere,IT-Medarbejder,"Løngruppe 2, Løntrin 5",33.7,32772,0,6543,60,6493,320,722,266,47175,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
238 - IT-medarbejdere,IT-Medarbejder,"Løngruppe 3, Løntrin 1",26.1,34139,130,7562,169,11418,176,476,110,54179,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
238 - IT-medarbejdere,IT-Medarbejder,"Løngruppe 4, Løntrin 1",12.0,35746,0,7855,79,11176,855,267,108,56084,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
238 - IT-medarbejdere,IT-specialist,"Løngruppe 3, Løntrin 1",70.5,34009,413,8231,85,15473,237,792,130,59370,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
238 - IT-medarbejdere,IT-specialist,"Løngruppe 4, Løntrin 1",5.0,35746,0,7687,0,11057,0,2341,631,57462,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
238 - IT-medarbejdere,IT-Supporter,"Løngruppe 2, Løntrin 5",37.1,32652,145,6311,424,4853,313,448,1061,46208,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
238 - IT-medarbejdere,IT-Supporter,"Løngruppe 3, Løntrin 1",10.0,34245,0,7036,514,5408,412,333,428,48376,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
238 - IT-medarbejdere,IT-sys.medarb. HK,"Løngruppe 2, Løntrin 5",7.0,32771,0,6923,0,9068,195,671,136,49764,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
238 - IT-medarbejdere,IT-sys.medarb. HK,"Løngruppe 3, Løntrin 1",14.1,33918,503,7601,372,9910,33,496,230,53063,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
238 - IT-medarbejdere,IT-Systemarkitekt,"Løngruppe 3, Løntrin 1",6.0,34245,0,9407,80,22683,550,847,233,68045,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
238 - IT-medarbejdere,IT-Udvikler,"Løngruppe 3, Løntrin 1",8.8,34245,0,8088,94,15496,0,207,35,58165,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
238 - IT-medarbejdere,Konsulent,"Løngruppe 3, Løntrin 1",6.0,34245,0,7816,544,12822,0,235,47,55710,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
238 - IT-medarbejdere,Netværksadministra.,"Løngruppe 3, Løntrin 1",8.1,33676,665,8105,410,14160,531,1054,158,58760,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
238 - IT-medarbejdere,Sektionsleder,"Løngruppe 4, Løntrin 1",9.0,35746,0,10559,60,28952,0,0,1168,76484,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
240 - Kontorfunktionærer,Assistent,"Løngrp. 2, Hovedstad, Sats I",12.8,27860,0,4838,238,429,307,39,610,34320,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
240 - Kontorfunktionærer,Assistent,"Løngrp. 2, Provins, Sats I",15.0,26768,0,4665,34,1199,0,0,353,33020,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
240 - Kontorfunktionærer,Elev,Trin 1,59.0,23217,0,3929,9,23,56,25,59,27317,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
240 - Kontorfunktionærer,Elev,Trin 3,14.0,16447,0,2830,0,0,0,0,26,19302,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
240 - Kontorfunktionærer,Elev,Trin 4,15.0,17746,0,3037,0,0,0,0,116,20899,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
240 - Kontorfunktionærer,Konsulent,"Løngrp. 3, Hovedstad, Løntrin 1",17.0,30999,309,6977,268,9484,1240,147,142,49566,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
240 - Kontorfunktionærer,Konsulent,"Løngrp. 3, Provins, Løntrin 1",3.5,30206,0,6445,310,8487,0,0,6,45453,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
240 - Kontorfunktionærer,Konsulent,"Løngrp. 3, Hovedstad, Løntrin 2",121.2,32785,122,6729,123,6919,439,215,216,47548,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
240 - Kontorfunktionærer,Konsulent,"Løngrp. 3, Hovedstad, Løntrin 3",34.4,35380,547,7219,196,7424,344,296,355,51760,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
240 - Kontorfunktionærer,Konsulent,"Løngrp. 3, Provins, Løntrin 3",34.0,35746,0,6942,742,4319,145,86,246,48225,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
240 - Kontorfunktionærer,Konsulent,"Løngrp. 3, Hovedstad, Løntrin 4",7.6,38474,0,7436,168,6595,0,0,70,52743,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
240 - Kontorfunktionærer,Kontorassistent,"Løngrp. 1, Hovedstad, Løntrin 2",12.9,24892,0,4688,416,2345,405,64,1249,34059,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
240 - Kontorfunktionærer,Kontorfuldmægtig,"Løngrp. 3, Hovedstad, Løntrin 1",594.9,31114,39,5629,143,2291,279,212,552,40259,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
240 - Kontorfunktionærer,Kontorfuldmægtig,"Løngrp. 3, Provins, Løntrin 1",368.7,30184,23,5421,242,734,434,232,353,37622,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
240 - Kontorfunktionærer,Kontorfuldmægtig,"Løngrp. 3, Hovedstad, Løntrin 2",106.3,32797,91,6152,273,3628,536,285,151,43912,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
240 - Kontorfunktionærer,Kontorfuldmægtig,"Løngrp. 3, Provins, Løntrin 2",117.6,32335,0,5832,349,1026,705,315,229,40791,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
240 - Kontorfunktionærer,Kontorfuldmægtig,"Løngrp. 3, Hovedstad, Løntrin 3",12.9,35746,0,6740,24,3529,1581,592,183,48395,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
240 - Kontorfunktionærer,Kontorfuldmægtig,"Løngrp. 3, Provins, Løntrin 3",10.9,35746,0,6443,153,2591,493,214,544,46183,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
240 - Kontorfunktionærer,Overassistent,"Løngrp. 2, Hovedstad, Sats II",184.2,29754,0,5183,242,810,133,110,857,37089,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
240 - Kontorfunktionærer,Overassistent,"Løngrp. 2, Provins, Sats II",490.3,28631,32,4931,118,467,143,170,484,34976,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
240 - Kontorfunktionærer,Sektionsleder,"Løngrp. 3, Provins, Løntrin 3",5.0,35746,0,8659,591,11708,0,417,91,57211,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
240 - Kontorfunktionærer,Sektionsleder,"Løngrp. 3, Hovedstad, Løntrin 4",14.0,38474,0,9773,70,20729,568,225,428,70266,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
240 - Kontorfunktionærer,Sektionsleder,"Løngrp. 3, Provins, Løntrin 4",20.0,38474,0,7857,38,9358,0,933,93,56755,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
240 - Kontorfunktionærer,Studerende,Trin 1,8.6,20402,0,3098,83,0,0,0,356,23939,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
240 - Kontorfunktionærer,Studerende,Trin 2,28.0,20373,0,3024,136,0,0,0,117,23649,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
240 - Kontorfunktionærer,Studerende,Trin 3,35.6,20509,0,3062,277,0,0,0,132,23980,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
240 - Kontorfunktionærer,Studerende,Trin 4,35.4,20670,0,3059,288,0,0,6,80,24102,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
240 - Kontorfunktionærer,Studerende,Trin 5,31.6,20944,0,3126,314,0,0,36,183,24604,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
249 - Politikadetter,Politikadet,Trin 1,185.2,27480,0,4756,311,0,0,141,2766,35454,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
249 - Politikadetter,Politikadet,Trin 2,15.5,29095,0,5519,359,0,0,317,4164,39455,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
303 - Polititjenestemænd,Afdelingsleder,Trin 1,6.0,47510,0,9965,13759,0,0,2083,264,73581,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
303 - Polititjenestemænd,Centerchef,Trin 1,5.0,49111,0,10779,16883,0,0,2093,8722,87588,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
303 - Polititjenestemænd,Chefkonsulent,Trin 1,20.2,40525,749,8008,8325,0,0,708,800,59116,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
303 - Polititjenestemænd,Konsulent,Trin 1,372.7,39079,251,6556,2602,40,139,707,1399,50772,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
303 - Polititjenestemænd,Kriminalassistent,Trin 1,14.8,35525,0,6071,2752,0,196,427,1617,46587,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
303 - Polititjenestemænd,Kriminalassistent-1,Trin 1,99.1,37550,0,6412,2990,61,341,624,1054,49033,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
303 - Polititjenestemænd,Politiassistent,Trin 1,5514.0,33896,93,5789,3147,42,131,478,2626,46202,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
303 - Polititjenestemænd,Politiassistent-1,Trin 1,699.1,37377,61,6491,3170,30,127,440,2209,49905,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
303 - Polititjenestemænd,Politibetjent,Trin 1,2505.6,30546,23,4656,438,12,33,136,2985,38828,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
303 - Polititjenestemænd,Politiinspektør,Trin 1,58.0,54244,0,11504,17112,0,0,3039,9624,95522,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
303 - Polititjenestemænd,Politikommissær,Trin 1,752.1,41109,24,7407,5316,9,82,1016,2794,57758,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
303 - Polititjenestemænd,Sektionsleder,Trin 1,17.0,44504,0,8515,8638,0,0,1336,1182,64174,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
303 - Polititjenestemænd,Specialkonsulent,Trin 1,473.8,40967,181,6935,3076,2,199,769,985,53113,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
303 - Polititjenestemænd,Specialkonsulent,Trin 2,4.0,40224,0,7506,6928,0,625,1283,482,57048,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
303 - Polititjenestemænd,Vicepolitiinspektør,Trin 1,141.0,45909,0,8745,9172,310,0,1588,5053,70778,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
46 - Jurister/økonomer,Anklager,AC basisløntrin 8,51.8,36181,0,8755,5196,1634,5117,1046,57,57985,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.04 - Den Centrale Anklagemyndighed,Andet
46 - Jurister/økonomer,Chefkonsulent,LR 36 (u.åremål),13.7,51468,0,10767,0,6691,304,884,0,70114,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.04 - Den Centrale Anklagemyndighed,Andet
46 - Jurister/økonomer,Chefkonsulent,LR 36 (pers.ledelse u.åremål),6.0,53609,0,13108,825,16728,279,1597,0,86147,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.04 - Den Centrale Anklagemyndighed,Andet
46 - Jurister/økonomer,Senioranklager,LR 35 (u.åremål),18.0,48111,0,9946,0,5449,385,730,0,64621,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.04 - Den Centrale Anklagemyndighed,Andet
46 - Jurister/økonomer,Senioranklager,AC basisløntrin 8,5.4,36181,0,9833,5540,7427,563,1150,0,60693,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.04 - Den Centrale Anklagemyndighed,Andet
46 - Jurister/økonomer,Specialanklager,LR 35 (u.åremål),30.1,48514,547,10770,0,9038,662,1153,0,70684,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.04 - Den Centrale Anklagemyndighed,Andet
46 - Jurister/økonomer,Specialanklager,LR 36 (u.åremål),17.2,50444,0,11266,0,9974,1059,1129,39,73911,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.04 - Den Centrale Anklagemyndighed,Andet
46 - Jurister/økonomer,Specialkonsulent,LR 35 (u.åremål),8.5,47602,0,9322,0,2932,68,977,0,60901,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.04 - Den Centrale Anklagemyndighed,Andet
46 - Jurister/økonomer,Vicestatsadvokat,LR 37 (m.åremål),7.0,59518,0,15307,1881,7286,14927,2092,0,101011,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.04 - Den Centrale Anklagemyndighed,Andet
49 - Magistre,Chefkonsulent,LR 36 (u.åremål),4.0,51867,0,11056,0,8224,0,0,0,71147,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.04 - Den Centrale Anklagemyndighed,Andet
193 - Socialrådgivere,Socialrådgiver,Trin 1,4.0,36026,0,8525,98,8541,0,208,0,53397,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.04 - Den Centrale Anklagemyndighed,Andet
201 - Tjenestemænd,Specialanklager,Trin 1,16.9,49110,0,9211,12662,0,0,793,0,71777,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.04 - Den Centrale Anklagemyndighed,Andet
207 - Tjenestemænd (åremål),Statsadvokat,Trin 1,4.0,67766,0,14484,18208,5678,20826,0,0,126961,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.04 - Den Centrale Anklagemyndighed,Andet
224 - Servicemedarbejdere,Ejendomsservicemedarbejder,Trin 1,4.5,25384,0,4964,106,5733,420,0,5,36612,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.04 - Den Centrale Anklagemyndighed,Andet
240 - Kontorfunktionærer,Assistent,"Løngrp. 2, Hovedstad, Sats I",4.0,27860,0,5107,0,2821,0,0,0,35788,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.04 - Den Centrale Anklagemyndighed,Andet
240 - Kontorfunktionærer,Elev,Trin 3,4.0,16447,0,2830,0,0,0,0,3,19280,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.04 - Den Centrale Anklagemyndighed,Andet
240 - Kontorfunktionærer,Kontorfuldmægtig,"Løngrp. 3, Hovedstad, Løntrin 1",24.4,31148,0,5685,139,2875,192,504,22,40565,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.04 - Den Centrale Anklagemyndighed,Andet
240 - Kontorfunktionærer,Kontorfuldmægtig,"Løngrp. 3, Provins, Løntrin 1",4.4,30206,0,5558,0,948,0,376,17,37106,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.04 - Den Centrale Anklagemyndighed,Andet
