Stilling,Årsværk,Basisløn,Plustid,Pension,Faste/midl. tillæg (Centrale),Faste tillæg (Lokale),Midlert. tillæg (Lokale),Engangs-vederlag,Andre tillæg,Samlet løn,Periode,Ministerområde,Hovedkonto,Type
Adjunkt under opkvalificering,21.0,34565,0,8140,4987,4096,51,48,0,51887,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.29.03 - Maritime grunduddannelser,Andet
Adjunkt.maritime Udd,28.7,34052,0,8390,5529,5147,408,16,1,53543,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.29.03 - Maritime grunduddannelser,Andet
Akademisk medarbejder,3.9,36181,0,8069,3077,5211,0,0,0,52538,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.29.03 - Maritime grunduddannelser,Andet
Befaren skibsassistent,3.5,21477,0,2098,18690,412,0,0,367,43044,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.29.03 - Maritime grunduddannelser,Andet
Ernæringsassistent,5.8,25439,0,4885,0,1010,0,43,279,31656,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.29.03 - Maritime grunduddannelser,Andet
Faglærer,28.9,32626,0,7792,3784,6066,438,26,181,50913,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.29.03 - Maritime grunduddannelser,Andet
Hjælpelærer,4.0,34893,0,7734,4043,2657,0,208,205,49741,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.29.03 - Maritime grunduddannelser,Andet
Instruktør,15.8,33906,0,7140,3129,3894,0,295,7,48371,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.29.03 - Maritime grunduddannelser,Andet
IT-Supporter,4.0,32308,0,6657,0,7724,338,0,0,47027,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.29.03 - Maritime grunduddannelser,Andet
Kok,4.2,24200,0,3525,12372,1806,0,55,126,42084,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.29.03 - Maritime grunduddannelser,Andet
Konsulent,4.0,39321,0,8440,1483,6385,169,0,0,55799,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.29.03 - Maritime grunduddannelser,Andet
Kontorfunktionær,5.5,31300,0,6385,115,5343,1049,0,0,44192,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.29.03 - Maritime grunduddannelser,Andet
Koordinator,4.0,33701,0,7027,1195,4288,312,0,0,46523,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.29.03 - Maritime grunduddannelser,Andet
Lektor,42.7,35095,0,9796,9586,2966,5660,98,0,63201,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.29.03 - Maritime grunduddannelser,Andet
Lektor maritime Udd.,91.0,34859,0,9632,9514,7211,700,62,0,61979,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.29.03 - Maritime grunduddannelser,Andet
Lærer,6.0,33840,0,8727,4962,8015,0,58,3,55604,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.29.03 - Maritime grunduddannelser,Andet
Pedel,5.0,27809,0,5618,1048,5846,0,380,0,40701,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.29.03 - Maritime grunduddannelser,Andet
Pedelmedhjælper,3.4,25539,0,4375,23,1261,0,0,232,31429,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.29.03 - Maritime grunduddannelser,Andet
Rektor,4.0,58377,0,15487,1744,22339,0,1042,0,98987,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.29.03 - Maritime grunduddannelser,Andet
Servicemedarbejder,5.6,26533,0,5206,97,4458,623,150,0,37066,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.29.03 - Maritime grunduddannelser,Andet
Specialkonsulent,5.0,47386,0,9382,90,2610,739,470,0,60677,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.29.03 - Maritime grunduddannelser,Andet
Studieadministrativ medarb.,3.7,29808,0,5025,0,272,0,0,0,35105,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.29.03 - Maritime grunduddannelser,Andet
Studiesekretær,11.8,31005,0,6044,307,4022,150,85,0,41613,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.29.03 - Maritime grunduddannelser,Andet
Studievejleder,7.7,35177,0,8192,2698,7389,474,405,0,54335,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.29.03 - Maritime grunduddannelser,Andet
Uddannelseschef,5.0,44150,0,11248,0,14372,0,500,0,70270,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.29.03 - Maritime grunduddannelser,Andet
Underviser,23.9,31573,0,6954,3264,4407,403,0,6,46606,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.29.03 - Maritime grunduddannelser,Andet
Afdelingsleder,5.0,49506,0,11716,6291,7242,0,4167,0,78922,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.35.24 - Studenterrådgivningen,Andet
Kontorfuldmægtig,6.9,33373,0,6101,37,3460,0,801,0,43773,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.35.24 - Studenterrådgivningen,Andet
Psykolog,8.6,36180,0,8492,46,8186,117,857,0,53878,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.35.24 - Studenterrådgivningen,Andet
Rådgiver,107.6,35559,0,7611,10,4490,636,838,0,49143,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.35.24 - Studenterrådgivningen,Andet
Socialrådgiver,10.9,35207,0,7831,30,5713,0,1411,0,50193,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.35.24 - Studenterrådgivningen,Andet
Chefkons. m. personaleledelse,6.0,53609,0,11182,403,6774,0,660,0,72628,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.35.26 - Studievalg Danmark,Andet
Studie- og karrierevejleder,60.9,35854,0,7940,3597,3858,100,424,0,51774,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.35.26 - Studievalg Danmark,Andet
Chefkons. m. personaleledelse,8.0,53609,0,11587,0,9416,0,906,0,75518,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.44.02 - Danmarks Innovationsfonds sekretariat,Andet
Chefkonsulent,6.0,50522,0,10979,93,9050,0,486,0,71131,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.44.02 - Danmarks Innovationsfonds sekretariat,Andet
Fuldmægtig,21.7,34706,0,7436,4461,2247,0,369,0,49219,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.44.02 - Danmarks Innovationsfonds sekretariat,Andet
Kontorfunktionær,6.8,29839,0,5689,39,4405,0,184,0,40155,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.44.02 - Danmarks Innovationsfonds sekretariat,Andet
Specialkonsulent,19.9,46938,0,9085,236,2152,0,363,0,58773,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.44.02 - Danmarks Innovationsfonds sekretariat,Andet
Afdelingschef,4.0,82991,0,20327,3612,4476,20315,15833,0,147554,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.01 - Departementet,Departement
Chefkons. m. personaleledelse,3.8,53609,0,11551,0,5381,0,2874,0,73415,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.01 - Departementet,Departement
Chefkonsulent,38.4,50486,0,10840,2018,6116,92,2128,0,71679,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.01 - Departementet,Departement
Fuldmægtig,59.6,32789,0,7040,4210,1772,0,1067,0,46877,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.01 - Departementet,Departement
Kontorchef,14.0,56436,0,14958,15842,0,10133,6488,69,103927,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.01 - Departementet,Departement
Kontorelev,8.0,20470,0,3473,0,0,0,0,0,23943,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.01 - Departementet,Departement
Kontorfunktionær,7.9,34270,0,6982,1406,6710,0,779,0,50147,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.01 - Departementet,Departement
Presserådgiver,4.8,33844,0,8171,2900,8289,0,1472,0,54677,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.01 - Departementet,Departement
Specialkonsulent,45.4,46938,0,9545,2044,2656,0,1469,0,62651,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.01 - Departementet,Departement
Studentermedhjælper,4.0,22957,0,3470,0,0,0,0,195,26622,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.01 - Departementet,Departement
Chefkons. m. personaleledelse,22.0,53609,0,11104,25,6717,0,2955,0,74410,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.31 - Styrelsen for Undervisning og Kvalitet,Styrelse
Chefkonsulent,40.3,50413,0,10286,113,5506,52,1553,0,67923,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.31 - Styrelsen for Undervisning og Kvalitet,Styrelse
Ekspeditionssekretær,16.0,32642,0,6194,151,4682,0,469,1,44139,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.31 - Styrelsen for Undervisning og Kvalitet,Styrelse
Fuldmægtig,125.2,33813,37,7163,4201,1732,37,467,5,47457,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.31 - Styrelsen for Undervisning og Kvalitet,Styrelse
Kontorchef,12.0,56605,0,13994,10161,0,9581,4097,0,94438,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.31 - Styrelsen for Undervisning og Kvalitet,Styrelse
Kontorfuldmægtig,6.8,31944,0,5794,123,2872,0,441,23,41197,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.31 - Styrelsen for Undervisning og Kvalitet,Styrelse
Kontorfunktionær,5.9,30714,0,5420,101,1793,0,142,10,38179,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.31 - Styrelsen for Undervisning og Kvalitet,Styrelse
Pædagogisk Konsulent,29.6,44586,0,8770,1294,3180,0,405,48,58282,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.31 - Styrelsen for Undervisning og Kvalitet,Styrelse
Specialkonsulent,59.9,46829,67,9231,145,2004,0,694,0,58970,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.31 - Styrelsen for Undervisning og Kvalitet,Styrelse
Studentermedhjælper,8.5,22612,0,3610,0,0,0,0,0,26222,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.31 - Styrelsen for Undervisning og Kvalitet,Styrelse
Akademisk medarbejder,15.9,32675,0,7511,0,7786,0,184,0,48155,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.32 - Styrelsen for It og Læring,Styrelse
Chefkons. m. personaleledelse,6.0,53609,0,10961,892,5586,0,1319,0,72368,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.32 - Styrelsen for It og Læring,Styrelse
Chefkonsulent,47.0,50092,141,10790,425,7982,26,1063,0,70519,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.32 - Styrelsen for It og Læring,Styrelse
Fuldmægtig,71.0,35266,0,7850,4803,3639,0,311,0,51870,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.32 - Styrelsen for It og Læring,Styrelse
IT-Konsulent,4.0,32743,0,7251,52,6287,0,0,0,46333,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.32 - Styrelsen for It og Læring,Styrelse
IT-Medarbejder,24.8,33179,0,7079,676,6981,36,269,4,48224,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.32 - Styrelsen for It og Læring,Styrelse
IT-Udvikler,6.0,32630,0,7600,0,8331,0,208,0,48769,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.32 - Styrelsen for It og Læring,Styrelse
Konsulent,6.9,36851,0,8527,561,9156,0,425,0,55520,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.32 - Styrelsen for It og Læring,Styrelse
Kontorchef,11.0,56605,0,14030,7835,3894,8885,5000,0,96249,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.32 - Styrelsen for It og Læring,Styrelse
Netværkstekniker,4.0,32451,0,6771,0,6306,0,0,2,45529,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.32 - Styrelsen for It og Læring,Styrelse
Senior Konsulent,4.0,35662,0,9962,213,18160,632,833,0,65463,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.32 - Styrelsen for It og Læring,Styrelse
Specialkonsulent,68.2,45483,0,9314,136,5397,109,788,0,61227,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.32 - Styrelsen for It og Læring,Styrelse
Studentermedhjælper,3.1,23359,0,4091,0,0,0,0,7,27457,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.32 - Styrelsen for It og Læring,Styrelse
Systemadministrator,3.9,33523,0,8346,194,13741,0,850,0,56654,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.32 - Styrelsen for It og Læring,Styrelse
Vejleder,6.5,38153,0,8346,3544,6113,0,835,0,56991,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.32 - Styrelsen for It og Læring,Styrelse
Chefkonsulent,15.4,50522,0,9968,35,3508,0,0,0,64033,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.43 - Danmarks Evalueringsinstitut,Andet
Fuldmægtig,15.0,35052,0,7497,4564,2183,0,0,0,49296,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.43 - Danmarks Evalueringsinstitut,Andet
Områdechef,3.5,54061,0,13200,13579,4353,0,2045,0,87237,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.43 - Danmarks Evalueringsinstitut,Andet
Specialkonsulent,7.9,46937,0,8902,0,1213,0,0,0,57052,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.43 - Danmarks Evalueringsinstitut,Andet
'-,21.2,32279,0,5319,387,1923,318,0,356,40582,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
AC-medarbejder,5.8,36180,0,8076,3621,4876,0,163,0,52915,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
Adjunkt,463.1,32979,86,7279,5146,871,77,65,10,46513,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
Adjunkt/lektor,74.0,35283,121,8353,7239,1979,710,147,1,53833,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
Adm. medarbejder,12.6,29354,0,5811,599,3260,1544,10,4,40582,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
Adm.direktør,7.0,82756,0,16322,1396,2722,0,5674,0,108871,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
Adm.koordinator,7.3,33363,0,6945,2144,5094,1109,0,805,49460,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
Administrationschef,12.0,60505,0,11164,-3973,1435,0,290,0,69420,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
Administrationsmedarbejder,12.4,31318,0,5805,73,3650,109,0,56,41010,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
Administrativ  medarbejder,22.0,30234,0,5765,393,3310,349,57,0,40107,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
Administrativ koordinator,10.0,34153,0,6910,639,5853,0,548,4,48107,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
Administrativ Leder,4.0,37266,0,7739,78,4388,1504,313,0,51287,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
Administrativ medarbejder,12.3,30211,0,5646,18,2549,816,0,0,39239,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
Administrativ medarbejder 1,4.0,32562,0,7524,0,6665,0,188,0,46939,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
Afdelingschef,26.9,57723,0,11474,705,1365,60,722,1,72050,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
Afdelingsleder,133.0,48238,0,9941,462,4260,353,351,11,63616,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
Akademisk medarbejder,3.6,38205,0,7773,2031,1247,259,0,0,49514,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
Aktivitetsmedarb.,4.0,31641,0,5934,0,975,0,3,14,38567,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
Assistent,114.3,28750,0,5696,199,4183,711,143,62,39745,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
Automekaniker,4.0,28951,0,6304,168,7153,612,0,8,43197,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
Bachelor,21.9,31814,0,7101,4860,1889,337,38,0,46039,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
Bager,12.9,27006,0,4842,419,1216,47,37,1928,35494,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
Bibliotekar,13.4,35136,0,7766,2885,4135,103,45,5,50074,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
Bogholder,3.9,32163,0,6213,85,5004,313,213,143,44134,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
Bygningschef,8.0,57929,0,10339,61,2345,0,208,0,70881,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
Bygningskonstruktør,8.0,34542,0,8475,166,10387,710,401,0,54682,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
Cand.mag.,23.4,35955,172,8490,7048,2300,433,116,1,54515,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
Cand.scient.,19.7,35334,0,8379,6656,3031,220,48,36,53703,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
Catere,19.3,25877,0,4558,0,1505,737,48,201,32925,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
Caterelev,9.1,20064,0,3196,0,0,0,0,52,23312,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
Centerleder,7.9,43706,0,10092,54,3159,6131,1058,0,64199,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
Chef,22.0,64475,0,12412,122,0,0,1404,0,78414,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
Chefkonsulent,29.2,47418,0,9953,1151,5150,392,90,0,64155,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
Chefsekretær,4.5,31720,0,6494,1032,3435,1629,0,8,44319,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
Civilingeniør,9.7,36181,0,8514,7377,2138,293,226,0,54729,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
Controller,64.2,36424,0,7603,1382,4776,673,235,2,51094,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
Digitaliseringskonsulent,5.9,35451,0,7410,2898,4638,288,0,0,50685,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
Direktionskonsulent,6.9,37486,0,8252,2733,4817,0,121,0,53408,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
Direktionssekretær,14.0,35019,0,7586,934,6830,1872,42,0,52282,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
Direktør,48.0,86360,0,17172,1543,423,773,2019,0,108291,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
Driftansvarlig,4.0,25877,0,5441,0,6899,2175,0,84,40475,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
Driftsassistent,12.9,28456,0,5716,118,4340,1225,280,27,40163,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
Driftskoordinator,10.0,30961,0,6330,593,6133,493,167,12,44690,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
Driftsleder,9.0,38042,0,8830,133,7079,3726,93,567,58470,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
Dyrepasser,4.5,28565,0,4958,0,3118,0,0,738,37379,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
EDB-medarbejder,20.7,32843,0,6946,115,7594,1510,146,59,49214,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
