Personalekategori,Klasse/Lønramme,Årsværk,Basisløn,Plustid,Pension,Faste/midl. tillæg (Centrale),Faste tillæg (Lokale),Midlert. tillæg (Lokale),Engangs-vederlag,Andre tillæg,Samlet løn,Periode,Ministerområde,Hovedkonto,Type
67 - Læger i Staten,55 - Læger,11.1,35408,0,8713,864,10824,0,414,0,56222,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.11.16 - Lægemiddelstyrelsen,Styrelse
67 - Læger i Staten,90 - Kontraktansatte Chefer,8.0,56605,0,14000,11460,6369,1945,1645,0,92024,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.11.16 - Lægemiddelstyrelsen,Styrelse
84 - Farmaceuter,57 - Farmaceuter,166.2,43336,91,9531,425,7779,0,842,0,62004,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.11.16 - Lægemiddelstyrelsen,Styrelse
84 - Farmaceuter,58 - Cand.scient,31.6,41886,0,9194,14,7851,0,592,18,59556,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.11.16 - Lægemiddelstyrelsen,Styrelse
84 - Farmaceuter,90 - Kontraktansatte Chefer,4.0,56605,0,15309,11864,0,15156,3542,0,102477,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.11.16 - Lægemiddelstyrelsen,Styrelse
236 - Laboratoriefunktionærer,55 - Laboratoriekoordinatorer,8.0,32881,0,6617,0,7239,0,677,0,47414,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.11.16 - Lægemiddelstyrelsen,Styrelse
238 - IT-medarbejdere,57 - IT-medarbejdere - løngruppe 5,4.0,46709,0,9975,229,14170,0,833,0,71917,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.11.16 - Lægemiddelstyrelsen,Styrelse
240 - Kontorfunktionærer,76 - Løngruppe 3 - hovedstad,47.6,32632,0,6167,141,4515,0,1007,19,44481,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.11.16 - Lægemiddelstyrelsen,Styrelse
240 - Kontorfunktionærer,92 - Studerende,6.8,21569,0,3423,0,0,0,0,0,24992,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.11.16 - Lægemiddelstyrelsen,Styrelse
242 - Farmakonom/defektrice,54 - Farmakonomer,14.5,30300,0,7620,185,9202,0,519,8,47833,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.11.16 - Lægemiddelstyrelsen,Styrelse
44 - Ingeniører,74 - Civilingeniører m.fl,17.7,42746,0,8933,1350,4635,0,660,0,58324,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.11.17 - Sundhedsdatastyrelsen,Styrelse
44 - Ingeniører,79 - Diplomingeniører,4.0,42833,0,9066,1483,5218,0,208,0,58809,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.11.17 - Sundhedsdatastyrelsen,Styrelse
46 - Jurister/økonomer,65 - Jurister og Økonomer m.fl,131.7,42537,0,8908,1970,4143,0,800,0,58359,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.11.17 - Sundhedsdatastyrelsen,Styrelse
46 - Jurister/økonomer,90 - Kontraktansatte Chefer,11.0,60363,0,16026,12689,3630,10912,4773,0,108394,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.11.17 - Sundhedsdatastyrelsen,Styrelse
49 - Magistre,64 - Magistre,92.3,40619,0,8426,1909,3470,14,492,0,54929,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.11.17 - Sundhedsdatastyrelsen,Styrelse
84 - Farmaceuter,57 - Farmaceuter,3.5,41846,0,8613,458,4228,0,0,0,55146,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.11.17 - Sundhedsdatastyrelsen,Styrelse
238 - IT-medarbejdere,51 - IT-medarbejdere - løngruppe 2,9.0,31213,0,6069,0,5482,0,139,585,43488,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.11.17 - Sundhedsdatastyrelsen,Styrelse
238 - IT-medarbejdere,55 - IT-medarbejdere - løngruppe 3,17.0,34245,0,7282,110,9923,0,809,3,52373,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.11.17 - Sundhedsdatastyrelsen,Styrelse
238 - IT-medarbejdere,56 - IT-medarbejdere - løngruppe 4,13.8,35746,0,8696,122,17229,0,875,20,62688,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.11.17 - Sundhedsdatastyrelsen,Styrelse
238 - IT-medarbejdere,57 - IT-medarbejdere - løngruppe 5,7.0,45862,0,8920,68,7777,803,1488,0,64918,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.11.17 - Sundhedsdatastyrelsen,Styrelse
240 - Kontorfunktionærer,76 - Løngruppe 3 - hovedstad,13.5,33771,0,6861,78,7787,0,831,0,49327,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.11.17 - Sundhedsdatastyrelsen,Styrelse
240 - Kontorfunktionærer,88 - Løngruppe 2 - hovedstad,3.5,29465,0,5237,0,1984,0,235,0,36921,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.11.17 - Sundhedsdatastyrelsen,Styrelse
240 - Kontorfunktionærer,92 - Studerende,6.8,21500,0,3407,0,0,0,0,1306,26214,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.11.17 - Sundhedsdatastyrelsen,Styrelse
46 - Jurister/økonomer,65 - Jurister og Økonomer m.fl,193.7,37074,20,7730,3809,1873,0,426,0,50931,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.11.18 - Styrelsen for Patientklager,Styrelse
49 - Magistre,64 - Magistre,10.0,41302,0,8432,3200,2040,0,542,0,55516,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.11.18 - Styrelsen for Patientklager,Styrelse
240 - Kontorfunktionærer,77 - Løngruppe 3 - provins,34.3,30447,0,5551,45,2941,0,376,5,39367,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.11.18 - Styrelsen for Patientklager,Styrelse
240 - Kontorfunktionærer,89 - Løngruppe 2 - provins,28.7,28402,0,4953,17,1287,0,174,1,34834,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.11.18 - Styrelsen for Patientklager,Styrelse
240 - Kontorfunktionærer,92 - Studerende,4.0,21311,0,3404,64,0,0,0,0,24779,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.11.18 - Styrelsen for Patientklager,Styrelse
251 - Sygeplejersker,65 - Løngruppe 3,7.8,43928,0,9193,49,4279,0,373,0,57824,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.11.18 - Styrelsen for Patientklager,Styrelse
46 - Jurister/økonomer,65 - Jurister og Økonomer m.fl,4.0,48729,0,5051,0,4149,0,1250,0,59179,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.11.65 - Benchmarkingenheden,Andet
46 - Jurister/økonomer,65 - Jurister og Økonomer m.fl,129.4,38949,0,9129,5835,5100,0,399,0,59413,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.11.66 - VIVE - Det Nationale Forsknings- og Analysecenter for Velfærd,Andet
46 - Jurister/økonomer,90 - Kontraktansatte Chefer,7.0,60942,0,17291,16909,0,16740,4822,0,116704,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.11.66 - VIVE - Det Nationale Forsknings- og Analysecenter for Velfærd,Andet
49 - Magistre,64 - Magistre,33.8,38080,0,8957,5841,4931,0,506,0,58316,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.11.66 - VIVE - Det Nationale Forsknings- og Analysecenter for Velfærd,Andet
240 - Kontorfunktionærer,76 - Løngruppe 3 - hovedstad,6.7,31405,0,6812,157,9727,0,186,0,48287,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.11.66 - VIVE - Det Nationale Forsknings- og Analysecenter for Velfærd,Andet
240 - Kontorfunktionærer,92 - Studerende,11.6,21365,0,3413,46,0,0,0,0,24825,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.11.66 - VIVE - Det Nationale Forsknings- og Analysecenter for Velfærd,Andet
553 - Ph.d. Stipendiater,63 - Ph.d stipendiater,8.7,34487,0,6971,1551,2966,0,143,0,46118,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.11.66 - VIVE - Det Nationale Forsknings- og Analysecenter for Velfærd,Andet
44 - Ingeniører,74 - Civilingeniører m.fl,45.7,41483,0,9173,786,7308,81,823,106,59760,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.35.01 - Statens Serum Institut,Andet
44 - Ingeniører,76 - Teknikumingeniører,4.4,44004,0,10216,152,11303,0,1023,0,66697,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.35.01 - Statens Serum Institut,Andet
44 - Ingeniører,79 - Diplomingeniører,5.9,46326,0,10271,0,9393,0,1066,0,67055,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.35.01 - Statens Serum Institut,Andet
44 - Ingeniører,84 - Bromatologer,3.8,44517,0,11329,2284,14413,328,787,0,73659,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.35.01 - Statens Serum Institut,Andet
44 - Ingeniører,90 - Kontraktansatte Chefer,4.0,56605,0,14410,12293,2680,7071,5625,0,98685,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.35.01 - Statens Serum Institut,Andet
46 - Jurister/økonomer,65 - Jurister og Økonomer m.fl,80.9,43099,0,9066,1258,4994,62,762,132,59373,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.35.01 - Statens Serum Institut,Andet
49 - Magistre,64 - Magistre,187.6,41547,0,9372,1758,7209,182,805,217,61091,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.35.01 - Statens Serum Institut,Andet
49 - Magistre,90 - Kontraktansatte Chefer,4.0,56605,0,14304,8348,2342,10769,5625,0,97993,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.35.01 - Statens Serum Institut,Andet
64 - Dyrlæger,65 - Dyrlæger,27.9,43253,0,10479,1996,11133,103,1033,344,68342,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.35.01 - Statens Serum Institut,Andet
67 - Læger i Staten,52 - Afdelingslæger,12.6,49116,0,11776,55,14773,99,402,1940,78162,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.35.01 - Statens Serum Institut,Andet
67 - Læger i Staten,55 - Læger,12.8,35672,0,9220,1258,9407,0,353,0,55909,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.35.01 - Statens Serum Institut,Andet
67 - Læger i Staten,90 - Kontraktansatte Chefer,18.6,58933,0,14796,14508,2628,4696,2162,2840,100564,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.35.01 - Statens Serum Institut,Andet
84 - Farmaceuter,57 - Farmaceuter,10.8,39859,0,8855,1578,6360,93,856,0,57602,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.35.01 - Statens Serum Institut,Andet
84 - Farmaceuter,58 - Cand.scient,10.0,38069,0,8227,900,5339,125,492,0,53152,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.35.01 - Statens Serum Institut,Andet
86 - Jordbrugsakademikere,65 - Agrononmer,5.0,41201,0,9346,266,9160,0,817,0,60790,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.35.01 - Statens Serum Institut,Andet
93 - Særligt aflønnede,0 - Ingen klasse,7.8,35659,0,6629,5217,0,0,1024,0,48529,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.35.01 - Statens Serum Institut,Andet
136 - Lager- og Handelsarbejdere,54 - Lager- og handelsarbejdere,9.0,27029,0,5624,64,6817,0,907,0,40441,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.35.01 - Statens Serum Institut,Andet
136 - Lager- og Handelsarbejdere,56 - Lager- og handelsarbejdere,7.8,29361,0,6310,0,8648,160,800,1,45280,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.35.01 - Statens Serum Institut,Andet
136 - Lager- og Handelsarbejdere,58 - Lager- og handelsarbejdere,10.0,30201,0,6244,31,7473,83,883,426,45342,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.35.01 - Statens Serum Institut,Andet
179 - Håndværkere og Teknikere,57 - Håndværker Dansk Metal,7.0,30316,0,7112,49,11288,0,310,158,49233,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.35.01 - Statens Serum Institut,Andet
179 - Håndværkere og Teknikere,59 - Håndværker Dansk El-Forb,5.0,30316,0,8530,104,19270,500,1317,273,60309,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.35.01 - Statens Serum Institut,Andet
231 - Bioanalytikere,"56 - Bioanalytiker, specialist",13.7,34872,0,7677,26,5170,0,660,7,48412,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.35.01 - Statens Serum Institut,Andet
231 - Bioanalytikere,60 - Bioanalytiker,14.6,30545,0,6484,0,2983,0,434,9,40455,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.35.01 - Statens Serum Institut,Andet
236 - Laboratoriefunktionærer,54 - Laboratoriefuldmægtige,39.7,31125,0,6374,53,6538,63,563,31,44748,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.35.01 - Statens Serum Institut,Andet
236 - Laboratoriefunktionærer,55 - Laboratoriekoordinatorer,42.1,32880,0,6557,46,6423,304,676,78,46964,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.35.01 - Statens Serum Institut,Andet
236 - Laboratoriefunktionærer,58 - Ledende laborant og specialist,13.6,35950,0,6848,66,4568,885,682,12,49011,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.35.01 - Statens Serum Institut,Andet
236 - Laboratoriefunktionærer,62 - Løngruppe 2,33.8,28854,0,5362,9,3266,89,546,18,38143,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.35.01 - Statens Serum Institut,Andet
236 - Laboratoriefunktionærer,63 - Løngruppe 6,8.5,38474,0,7447,118,6326,322,576,1,53264,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.35.01 - Statens Serum Institut,Andet
236 - Laboratoriefunktionærer,66 - Labortieass. og studentermedhj,3.8,22901,0,4495,68,4168,0,289,0,31921,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.35.01 - Statens Serum Institut,Andet
238 - IT-medarbejdere,51 - IT-medarbejdere - løngruppe 2,12.0,32542,0,6498,60,6706,69,556,19,46451,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.35.01 - Statens Serum Institut,Andet
238 - IT-medarbejdere,57 - IT-medarbejdere - løngruppe 5,5.9,47001,0,9037,0,7858,355,1520,0,65772,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.35.01 - Statens Serum Institut,Andet
240 - Kontorfunktionærer,76 - Løngruppe 3 - hovedstad,31.5,33404,0,6971,171,8602,132,719,6,50005,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.35.01 - Statens Serum Institut,Andet
240 - Kontorfunktionærer,88 - Løngruppe 2 - hovedstad,8.2,29199,0,5570,36,4322,0,710,0,39837,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.35.01 - Statens Serum Institut,Andet
240 - Kontorfunktionærer,92 - Studerende,4.0,21386,0,3407,0,0,0,807,0,25599,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.35.01 - Statens Serum Institut,Andet
242 - Farmakonom/defektrice,54 - Farmakonomer,8.0,30375,0,7877,194,10417,156,1021,0,50040,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.35.01 - Statens Serum Institut,Andet
251 - Sygeplejersker,65 - Løngruppe 3,8.7,43928,0,9730,144,7080,0,663,0,61545,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.35.01 - Statens Serum Institut,Andet
553 - Ph.d. Stipendiater,63 - Ph.d stipendiater,17.0,34682,0,7465,1551,5402,135,480,0,49715,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.35.01 - Statens Serum Institut,Andet
46 - Jurister/økonomer,65 - Jurister og Økonomer m.fl,121.4,40769,0,8956,3159,4016,0,1079,0,57979,"2026, 1. kvt.",§17 - Beskæftigelsesministeriet,§17.11.01 - Departementet,Departement
46 - Jurister/økonomer,90 - Kontraktansatte Chefer,15.0,61882,0,15646,8199,4367,11044,2850,0,103989,"2026, 1. kvt.",§17 - Beskæftigelsesministeriet,§17.11.01 - Departementet,Departement
49 - Magistre,64 - Magistre,7.0,36494,0,8205,4350,4695,0,952,0,54696,"2026, 1. kvt.",§17 - Beskæftigelsesministeriet,§17.11.01 - Departementet,Departement
240 - Kontorfunktionærer,35 - Studerende             (HK),6.1,21481,0,3085,99,0,0,0,14,24679,"2026, 1. kvt.",§17 - Beskæftigelsesministeriet,§17.11.01 - Departementet,Departement
240 - Kontorfunktionærer,76 - Løngruppe 3 - hovedstad,16.0,33672,0,6875,1099,6991,0,729,7,49374,"2026, 1. kvt.",§17 - Beskæftigelsesministeriet,§17.11.01 - Departementet,Departement
201 - Tjenestemænd,80 - Nyt lønsystem - hovedstad,12.3,33871,0,5728,410,3310,0,0,0,43319,"2026, 1. kvt.",§17 - Beskæftigelsesministeriet,§17.11.09 - Udlån af tjenestemænd mv.,Andet
34 - Ergoterapeuter,51 - Ergoterapeuter,42.5,35618,0,7945,588,6530,85,803,0,51569,"2026, 1. kvt.",§17 - Beskæftigelsesministeriet,§17.21.01 - Arbejdstilsynet,Andet
35 - Fysioterapeuter,51 - Fysioterapeuter,41.5,34917,0,7736,333,6194,124,697,0,50000,"2026, 1. kvt.",§17 - Beskæftigelsesministeriet,§17.21.01 - Arbejdstilsynet,Andet
36 - Bygningskonstruktør,56 - Bygningskonstruktører,15.0,33698,0,7872,1247,7219,303,596,0,50935,"2026, 1. kvt.",§17 - Beskæftigelsesministeriet,§17.21.01 - Arbejdstilsynet,Andet
40 - Ingeniørassistenter,"63 - Konsulenter, hovedstad",16.0,32403,0,6846,57,7971,0,625,67,47969,"2026, 1. kvt.",§17 - Beskæftigelsesministeriet,§17.21.01 - Arbejdstilsynet,Andet
40 - Ingeniørassistenter,"64 - Konsulenter, provins",32.0,31448,0,6852,40,8598,0,891,53,47881,"2026, 1. kvt.",§17 - Beskæftigelsesministeriet,§17.21.01 - Arbejdstilsynet,Andet
40 - Ingeniørassistenter,"66 - Konsulenter, provins",6.0,31448,0,6845,320,8276,0,292,23,47204,"2026, 1. kvt.",§17 - Beskæftigelsesministeriet,§17.21.01 - Arbejdstilsynet,Andet
44 - Ingeniører,72 - Akademiingeniører m.fl,3.9,38926,0,9075,302,9874,0,1191,0,59368,"2026, 1. kvt.",§17 - Beskæftigelsesministeriet,§17.21.01 - Arbejdstilsynet,Andet
44 - Ingeniører,74 - Civilingeniører m.fl,27.5,39544,0,9347,287,10700,83,890,874,61724,"2026, 1. kvt.",§17 - Beskæftigelsesministeriet,§17.21.01 - Arbejdstilsynet,Andet
44 - Ingeniører,76 - Teknikumingeniører,13.0,39501,0,9609,177,10491,1909,1215,0,62903,"2026, 1. kvt.",§17 - Beskæftigelsesministeriet,§17.21.01 - Arbejdstilsynet,Andet
44 - Ingeniører,79 - Diplomingeniører,15.8,36467,0,8441,0,9137,0,508,752,55306,"2026, 1. kvt.",§17 - Beskæftigelsesministeriet,§17.21.01 - Arbejdstilsynet,Andet
46 - Jurister/økonomer,65 - Jurister og Økonomer m.fl,165.8,40553,0,8715,2353,4564,98,675,0,56959,"2026, 1. kvt.",§17 - Beskæftigelsesministeriet,§17.21.01 - Arbejdstilsynet,Andet
46 - Jurister/økonomer,90 - Kontraktansatte Chefer,22.0,59272,0,15092,7918,2556,12675,3943,0,101456,"2026, 1. kvt.",§17 - Beskæftigelsesministeriet,§17.21.01 - Arbejdstilsynet,Andet
49 - Magistre,64 - Magistre,100.7,38534,0,8342,841,5630,42,779,0,54167,"2026, 1. kvt.",§17 - Beskæftigelsesministeriet,§17.21.01 - Arbejdstilsynet,Andet
49 - Magistre,65 - Psykologer,16.6,35977,0,8113,397,7516,0,454,0,52459,"2026, 1. kvt.",§17 - Beskæftigelsesministeriet,§17.21.01 - Arbejdstilsynet,Andet
49 - Magistre,90 - Kontraktansatte Chefer,6.0,57850,0,14865,8048,4403,10868,4722,0,100757,"2026, 1. kvt.",§17 - Beskæftigelsesministeriet,§17.21.01 - Arbejdstilsynet,Andet
54 - Maskinmestre,52 - Maskinmestre I Land,25.0,33426,0,8437,89,11494,188,572,60,54266,"2026, 1. kvt.",§17 - Beskæftigelsesministeriet,§17.21.01 - Arbejdstilsynet,Andet
238 - IT-medarbejdere,55 - IT-medarbejdere - løngruppe 3,6.0,34245,0,6227,0,3433,0,833,114,44852,"2026, 1. kvt.",§17 - Beskæftigelsesministeriet,§17.21.01 - Arbejdstilsynet,Andet
240 - Kontorfunktionærer,35 - Studerende             (HK),4.3,21607,0,3290,99,444,0,156,0,25596,"2026, 1. kvt.",§17 - Beskæftigelsesministeriet,§17.21.01 - Arbejdstilsynet,Andet
240 - Kontorfunktionærer,76 - Løngruppe 3 - hovedstad,22.8,34165,0,6141,62,2064,0,586,17,43035,"2026, 1. kvt.",§17 - Beskæftigelsesministeriet,§17.21.01 - Arbejdstilsynet,Andet
240 - Kontorfunktionærer,77 - Løngruppe 3 - provins,47.6,34163,0,5851,17,1142,0,519,10,41702,"2026, 1. kvt.",§17 - Beskæftigelsesministeriet,§17.21.01 - Arbejdstilsynet,Andet
240 - Kontorfunktionærer,84 - Voksenelever I Provinsen,6.8,23194,0,4042,0,0,0,0,0,27236,"2026, 1. kvt.",§17 - Beskæftigelsesministeriet,§17.21.01 - Arbejdstilsynet,Andet
240 - Kontorfunktionærer,88 - Løngruppe 2 - hovedstad,4.0,29754,0,5123,0,1025,0,563,4,36468,"2026, 1. kvt.",§17 - Beskæftigelsesministeriet,§17.21.01 - Arbejdstilsynet,Andet
44 - Ingeniører,74 - Civilingeniører m.fl,6.8,39866,0,9175,5503,4474,0,184,0,59202,"2026, 1. kvt.",§17 - Beskæftigelsesministeriet,§17.21.02 - Det Nationale Forskningscenter for Arbejdsmiljø,Andet
46 - Jurister/økonomer,65 - Jurister og Økonomer m.fl,34.4,39246,0,8626,4207,3104,0,482,0,55664,"2026, 1. kvt.",§17 - Beskæftigelsesministeriet,§17.21.02 - Det Nationale Forskningscenter for Arbejdsmiljø,Andet
46 - Jurister/økonomer,90 - Kontraktansatte Chefer,4.0,60343,0,16864,1231,9168,21488,4917,0,114010,"2026, 1. kvt.",§17 - Beskæftigelsesministeriet,§17.21.02 - Det Nationale Forskningscenter for Arbejdsmiljø,Andet
49 - Magistre,64 - Magistre,56.0,36113,0,8454,5405,3706,22,666,0,54366,"2026, 1. kvt.",§17 - Beskæftigelsesministeriet,§17.21.02 - Det Nationale Forskningscenter for Arbejdsmiljø,Andet
240 - Kontorfunktionærer,35 - Studerende             (HK),4.6,21057,0,3035,99,0,0,0,0,24191,"2026, 1. kvt.",§17 - Beskæftigelsesministeriet,§17.21.02 - Det Nationale Forskningscenter for Arbejdsmiljø,Andet
240 - Kontorfunktionærer,76 - Løngruppe 3 - hovedstad,3.5,33425,0,6593,126,6376,0,0,0,46521,"2026, 1. kvt.",§17 - Beskæftigelsesministeriet,§17.21.02 - Det Nationale Forskningscenter for Arbejdsmiljø,Andet
553 - Ph.d. Stipendiater,63 - Ph.d stipendiater,17.5,34734,0,6473,1551,0,0,229,0,42988,"2026, 1. kvt.",§17 - Beskæftigelsesministeriet,§17.21.02 - Det Nationale Forskningscenter for Arbejdsmiljø,Andet
46 - Jurister/økonomer,65 - Jurister og Økonomer m.fl,176.9,41456,0,8705,2738,3663,0,836,0,57398,"2026, 1. kvt.",§17 - Beskæftigelsesministeriet,§17.41.01 - Styrelsen for Arbejdsmarked og Rekruttering,Styrelse
46 - Jurister/økonomer,90 - Kontraktansatte Chefer,14.0,59965,0,15329,3402,9117,11251,4319,0,103382,"2026, 1. kvt.",§17 - Beskæftigelsesministeriet,§17.41.01 - Styrelsen for Arbejdsmarked og Rekruttering,Styrelse
49 - Magistre,64 - Magistre,40.9,40948,0,8656,2879,3567,0,927,0,56978,"2026, 1. kvt.",§17 - Beskæftigelsesministeriet,§17.41.01 - Styrelsen for Arbejdsmarked og Rekruttering,Styrelse
63 - Arbejdsmarkedskonsulenter,52 - Arbejdsmarkedskonsulenter,10.0,34744,0,7026,240,4329,853,500,333,48026,"2026, 1. kvt.",§17 - Beskæftigelsesministeriet,§17.41.01 - Styrelsen for Arbejdsmarked og Rekruttering,Styrelse
