Personalekategori,Årsværk,Basisløn,Plustid,Pension,Faste/midl. tillæg (Centrale),Faste tillæg (Lokale),Midlert. tillæg (Lokale),Engangs-vederlag,Andre tillæg,Samlet løn,Periode,Ministerområde,Hovedkonto,Type
188 - Officerer,26.6,38044,968,8868,6297,1649,5364,923,2108,64223,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
200 - Spec.Arb (3f),261.9,24383,0,4327,474,4651,0,114,437,34386,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
201 - Tjenestemænd,30.0,29953,0,6043,2862,4300,0,500,558,44216,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
208 - Stampers.Tjm. CS,28.5,26799,614,5633,4265,3466,0,785,2135,43699,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
"209 - CS CIV, OK",53.5,32106,0,6881,323,5134,0,160,199,44804,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
211 - Tjenestemandslignende,25.0,32821,0,7398,1760,6000,0,557,663,49200,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
216 - Stampersonel HKKF,7.0,22712,0,3769,2046,2263,0,5,3494,34290,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
221 - Køkkenmedhjælpere,76.2,22673,0,3369,46,3975,0,335,1191,31589,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
228 - Faglærte Arbejdere,75.7,27101,0,5144,666,9198,0,79,751,42939,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
240 - Kontorfunktionærer,244.9,28488,22,4571,34,2490,16,290,183,36093,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
247 - Rengøringsassistenter,328.6,22662,0,3266,42,3479,14,194,369,30027,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
258 - Kokke og kogersker,113.3,25528,0,3648,18,4310,35,7,977,34522,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
266 - Køkkenpersonale,101.3,25280,0,5277,21,6503,25,143,1137,38386,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
268 - Stampersonel (OK- CS),3.5,27113,0,5793,2397,2681,0,963,3336,42283,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
"643 - Officerer m.fl. OK, HOD",5.3,42666,2446,6576,3543,2710,0,0,460,58400,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
721 - Husmedhjælp.(timel.),3.0,22080,0,1647,0,0,0,2360,1537,27624,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
747 - Rengøringsassistenter,8.8,22516,0,2037,0,0,0,1353,1280,27186,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
22 - Civiløkonomer,24.7,39436,0,7664,2020,2284,447,489,30,52368,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.15.01 - Forsvarsministeriets Regnskabsstyrelse,Styrelse
46 - Jurister/økonomer,59.7,41176,0,8079,1516,3018,889,959,54,55691,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.15.01 - Forsvarsministeriets Regnskabsstyrelse,Styrelse
49 - Magistre,6.5,35439,0,6771,2932,1198,0,510,0,46849,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.15.01 - Forsvarsministeriets Regnskabsstyrelse,Styrelse
201 - Tjenestemænd,3.8,29699,0,6352,1301,3798,0,437,246,41834,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.15.01 - Forsvarsministeriets Regnskabsstyrelse,Styrelse
211 - Tjenestemandslignende,4.0,34280,0,6892,729,4745,0,1458,258,48363,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.15.01 - Forsvarsministeriets Regnskabsstyrelse,Styrelse
240 - Kontorfunktionærer,152.3,27561,0,4535,70,2469,0,316,294,35246,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.15.01 - Forsvarsministeriets Regnskabsstyrelse,Styrelse
44 - Ingeniører,123.6,39489,0,8731,306,10629,16,630,71,59872,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
46 - Jurister/økonomer,344.5,41854,0,8536,1191,5253,1193,882,131,59040,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
49 - Magistre,319.2,40656,0,8386,1307,6115,504,575,196,57740,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
60 - Journalister,14.0,28226,0,6276,164,9298,0,0,1431,45395,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
171 - Stampers.Tjm. HKKF,36.1,23800,131,4817,4857,2619,102,200,3625,40152,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
188 - Officerer,476.2,39348,220,9151,7343,2240,4669,454,1247,64672,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
200 - Spec.Arb (3f),4.0,26082,0,4601,0,4878,0,1042,218,36821,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
201 - Tjenestemænd,55.0,35842,0,7914,782,7828,3488,1481,1597,58933,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
208 - Stampers.Tjm. CS,117.1,26412,40,5588,5109,3810,38,433,2692,44123,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
211 - Tjenestemandslignende,23.8,31719,0,7339,695,7759,0,887,1491,49890,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
216 - Stampersonel HKKF,55.0,22942,0,3596,1960,1157,48,71,3943,33716,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
228 - Faglærte Arbejdere,11.0,28133,0,5813,64,9700,0,265,3356,47331,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
238 - IT-medarbejdere,232.5,36082,0,6302,21,8583,66,497,1129,52681,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
240 - Kontorfunktionærer,153.8,30464,0,5331,170,4643,110,425,580,41723,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
247 - Rengøringsassistenter,12.0,23078,0,4067,52,3504,0,442,65,31208,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
252 - Vagtfunktionærer,9.0,23295,0,1913,0,5149,0,0,7,30365,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
253 - Radiotelegrafister,5.0,29675,0,4743,3319,0,0,1529,645,39910,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
268 - Stampersonel (OK- CS),38.0,25680,0,5720,3062,3709,0,548,3635,42353,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
276 - Stampersonel Cs,15.0,25230,0,5365,5077,2594,0,169,3188,41622,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
"643 - Officerer m.fl. OK, HOD",76.2,37438,0,7901,4504,2989,309,167,1447,54754,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
44 - Ingeniører,5.0,33576,0,7831,73,11094,0,0,147,52720,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.02 - Hæren,Andet
46 - Jurister/økonomer,10.4,34261,0,6887,3002,2781,88,73,915,48007,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.02 - Hæren,Andet
49 - Magistre,14.5,33034,0,6611,4289,1766,207,0,0,45906,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.02 - Hæren,Andet
"116 - Individuel kontrakt, TOLKE/CIV",5.0,27152,0,4610,14200,0,0,347,3,46312,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.02 - Hæren,Andet
166 - Stampersonel A-Løn,101.0,22030,0,2559,5143,1208,265,197,3092,34493,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.02 - Hæren,Andet
171 - Stampers.Tjm. HKKF,369.9,24438,21,4925,4663,2162,210,191,2243,38853,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.02 - Hæren,Andet
188 - Officerer,381.5,36892,143,8058,6087,2114,4180,208,2682,60363,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.02 - Hæren,Andet
200 - Spec.Arb (3f),6.0,24453,0,3388,464,2713,0,0,295,31313,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.02 - Hæren,Andet
208 - Stampers.Tjm. CS,460.9,26216,73,5579,5070,3349,398,144,2528,43358,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.02 - Hæren,Andet
"209 - CS CIV, OK",6.0,29754,0,6467,1045,3499,502,0,163,41429,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.02 - Hæren,Andet
211 - Tjenestemandslignende,5.0,29678,0,6459,2473,1822,1003,0,201,41636,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.02 - Hæren,Andet
213 - Musiker,28.0,36308,0,6702,5019,233,0,0,53,48314,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.02 - Hæren,Andet
216 - Stampersonel HKKF,2808.7,22841,0,3499,2424,363,99,184,2779,32188,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.02 - Hæren,Andet
228 - Faglærte Arbejdere,4.0,26867,0,4809,242,4208,0,94,135,36355,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.02 - Hæren,Andet
240 - Kontorfunktionærer,107.9,27622,0,4647,46,3233,67,31,196,35843,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.02 - Hæren,Andet
268 - Stampersonel (OK- CS),1153.2,24620,0,5016,2583,828,242,220,3249,36760,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.02 - Hæren,Andet
276 - Stampersonel Cs,223.1,24709,22,5254,4579,2027,608,302,3578,41079,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.02 - Hæren,Andet
"506 - MUSIKERE, OK",21.8,32954,0,7543,4570,2802,53,0,113,48035,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.02 - Hæren,Andet
"643 - Officerer m.fl. OK, HOD",459.6,28872,36,6284,5324,1165,167,126,2512,44488,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.02 - Hæren,Andet
662 - Konstabelelev - REAK (HKKF),567.0,19335,0,109,1913,0,0,1,27,21385,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.02 - Hæren,Andet
46 - Jurister/økonomer,7.0,41916,0,8335,2806,4210,0,3453,145,60864,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.03 - Søværnet,Andet
103 - Særligt aflønnede,30.0,39565,0,7674,10146,49,0,646,29,58109,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.03 - Søværnet,Andet
188 - Officerer,221.5,37200,89,8294,7404,2002,4320,3727,2497,65533,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.03 - Søværnet,Andet
200 - Spec.Arb (3f),20.4,23758,0,3884,4029,1518,0,133,208,33531,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.03 - Søværnet,Andet
201 - Tjenestemænd,7.0,27287,0,5930,3545,6637,0,598,928,44925,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.03 - Søværnet,Andet
208 - Stampers.Tjm. CS,591.8,24139,51,5137,7495,2252,136,4031,3427,46669,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.03 - Søværnet,Andet
211 - Tjenestemandslignende,8.8,33964,0,7291,240,5663,0,0,164,47322,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.03 - Søværnet,Andet
216 - Stampersonel HKKF,6.0,22814,0,3541,8499,132,287,1316,4580,41171,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.03 - Søværnet,Andet
220 - Tjm.ans. Mekanikere,7.0,22790,0,5318,11449,1237,0,4140,5386,50320,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.03 - Søværnet,Andet
240 - Kontorfunktionærer,59.0,27223,0,4733,178,2848,0,40,688,35710,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.03 - Søværnet,Andet
268 - Stampersonel (OK- CS),938.9,22342,0,4711,4771,677,111,4329,2559,39500,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.03 - Søværnet,Andet
276 - Stampersonel Cs,100.0,23478,0,4910,5754,1505,162,4614,3178,43602,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.03 - Søværnet,Andet
525 - Vts-Personel,33.0,33520,0,5449,3376,8732,0,162,1213,52452,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.03 - Søværnet,Andet
"643 - Officerer m.fl. OK, HOD",213.0,29606,0,6428,5676,1321,275,7322,1852,52479,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.03 - Søværnet,Andet
"645 - Faglærere, OK",5.0,29121,0,6579,4003,2206,0,0,149,42058,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.03 - Søværnet,Andet
690 - Redningspersonel,46.0,22750,0,3542,6928,4451,0,0,103,37774,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.03 - Søværnet,Andet
46 - Jurister/økonomer,7.0,37016,0,7471,2528,4289,0,0,159,51464,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.04 - Flyvevåbnet,Andet
49 - Magistre,10.0,32955,491,6723,3159,2444,0,0,0,45773,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.04 - Flyvevåbnet,Andet
103 - Særligt aflønnede,3.0,53679,0,8921,0,0,0,0,110,62710,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.04 - Flyvevåbnet,Andet
188 - Officerer,376.3,35705,244,10069,19883,1392,2386,269,2829,72777,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.04 - Flyvevåbnet,Andet
200 - Spec.Arb (3f),18.9,24027,0,4189,1718,1698,129,88,217,32067,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.04 - Flyvevåbnet,Andet
208 - Stampers.Tjm. CS,850.9,24371,64,5421,8099,2186,86,116,2489,42831,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.04 - Flyvevåbnet,Andet
213 - Musiker,9.0,36509,0,6468,4726,0,0,0,90,47793,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.04 - Flyvevåbnet,Andet
216 - Stampersonel HKKF,17.0,22857,0,3657,2153,1347,68,239,3142,33462,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.04 - Flyvevåbnet,Andet
228 - Faglærte Arbejdere,8.4,26867,0,4962,1952,2677,0,0,328,36786,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.04 - Flyvevåbnet,Andet
238 - IT-medarbejdere,11.5,29910,0,3834,39,2750,0,72,129,36734,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.04 - Flyvevåbnet,Andet
240 - Kontorfunktionærer,93.3,27104,0,4670,73,2928,0,91,156,35023,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.04 - Flyvevåbnet,Andet
268 - Stampersonel (OK- CS),836.1,23038,23,5016,3935,977,77,147,2062,35275,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.04 - Flyvevåbnet,Andet
276 - Stampersonel Cs,213.3,23821,0,5492,7803,1741,197,82,2794,41930,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.04 - Flyvevåbnet,Andet
"506 - MUSIKERE, OK",6.0,32410,0,7500,4585,2936,0,0,0,47431,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.04 - Flyvevåbnet,Andet
"643 - Officerer m.fl. OK, HOD",215.8,29445,26,7122,9549,1149,110,325,1850,49578,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.04 - Flyvevåbnet,Andet
188 - Officerer,21.0,38166,0,8953,11135,1795,4248,583,4291,69171,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.05 - Arktisk Kommando,Andet
208 - Stampers.Tjm. CS,23.0,25183,0,5474,8802,3344,526,39,4634,48002,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.05 - Arktisk Kommando,Andet
216 - Stampersonel HKKF,19.0,23211,0,3622,14825,600,53,93,1684,44088,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.05 - Arktisk Kommando,Andet
268 - Stampersonel (OK- CS),14.0,24884,0,5415,6230,3319,254,196,3773,44071,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.05 - Arktisk Kommando,Andet
"643 - Officerer m.fl. OK, HOD",23.0,32763,0,7478,5385,3584,172,451,2860,52694,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.05 - Arktisk Kommando,Andet
171 - Stampers.Tjm. HKKF,16.0,24725,0,4993,5000,2847,0,3,2306,39874,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.06 - Specialoperationskommandoen,Andet
188 - Officerer,66.0,36253,0,8615,7909,1787,4868,84,3482,62998,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.06 - Specialoperationskommandoen,Andet
208 - Stampers.Tjm. CS,88.0,25525,0,5910,8987,2857,105,158,5755,49298,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.06 - Specialoperationskommandoen,Andet
216 - Stampersonel HKKF,40.0,23342,0,3859,10217,810,0,114,2517,40860,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.06 - Specialoperationskommandoen,Andet
240 - Kontorfunktionærer,5.0,27172,0,4956,0,3744,0,0,98,35971,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.06 - Specialoperationskommandoen,Andet
268 - Stampersonel (OK- CS),134.6,24437,0,5800,7613,821,70,501,7609,46851,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.06 - Specialoperationskommandoen,Andet
276 - Stampersonel Cs,36.0,24802,0,6346,11680,1403,28,368,10805,55431,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.06 - Specialoperationskommandoen,Andet
"643 - Officerer m.fl. OK, HOD",27.0,31994,0,7478,9720,1601,0,40,3414,54247,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.06 - Specialoperationskommandoen,Andet
44 - Ingeniører,8.1,34474,437,8487,1106,12441,0,0,317,57263,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
46 - Jurister/økonomer,5.9,41755,0,8576,2476,5511,0,0,0,58318,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
54 - Maskinmestre,4.0,31020,0,6663,82,6937,0,0,157,44859,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
171 - Stampers.Tjm. HKKF,87.0,25141,0,5270,6874,1409,0,261,811,39765,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
188 - Officerer,38.0,38114,0,8588,6720,2481,4781,405,533,61621,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
200 - Spec.Arb (3f),84.8,24272,0,4053,1538,2039,0,0,71,31974,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
201 - Tjenestemænd,20.0,32960,0,6786,1248,6029,0,100,772,47895,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
208 - Stampers.Tjm. CS,204.7,24651,118,5792,9080,2438,177,562,1576,44393,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
"209 - CS CIV, OK",44.0,32755,0,7256,931,4639,0,43,289,45912,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
211 - Tjenestemandslignende,49.1,32717,107,7295,1490,5611,0,35,520,47777,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
216 - Stampersonel HKKF,109.9,24596,0,4238,5135,844,74,225,1376,36489,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
228 - Faglærte Arbejdere,614.5,26900,0,4867,1438,3514,4,10,610,37343,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
240 - Kontorfunktionærer,68.8,27991,121,4742,748,2780,0,32,100,36513,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
268 - Stampersonel (OK- CS),245.7,21146,17,4773,4133,605,191,401,1167,32433,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
276 - Stampersonel Cs,33.0,23484,0,5438,7041,1507,62,840,1590,39962,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
"643 - Officerer m.fl. OK, HOD",16.0,30100,0,6725,5750,1729,0,0,191,44495,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
"645 - Faglærere, OK",9.4,29266,0,6764,6924,3517,0,0,1027,47499,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
46 - Jurister/økonomer,41.8,36115,0,7615,3440,4550,0,0,21,51740,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.20 - Forsvarsakademiet,Andet
49 - Magistre,74.4,36505,0,8170,4563,5379,471,105,100,55293,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.20 - Forsvarsakademiet,Andet
"116 - Individuel kontrakt, TOLKE/CIV",34.0,27152,0,4501,2227,0,0,0,1209,35089,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.20 - Forsvarsakademiet,Andet
171 - Stampers.Tjm. HKKF,23.0,24084,0,4872,4572,2723,373,78,1240,37942,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.20 - Forsvarsakademiet,Andet
188 - Officerer,128.3,37577,100,8481,7107,1308,4975,213,1003,60763,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.20 - Forsvarsakademiet,Andet
208 - Stampers.Tjm. CS,53.4,26210,282,5578,4574,3919,445,240,1637,42884,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.20 - Forsvarsakademiet,Andet
216 - Stampersonel HKKF,21.1,23040,140,3688,2439,1288,0,70,3476,34141,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.20 - Forsvarsakademiet,Andet
238 - IT-medarbejdere,7.5,31125,0,5445,64,5020,0,0,259,41913,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.20 - Forsvarsakademiet,Andet
240 - Kontorfunktionærer,54.4,28171,0,4932,34,3505,63,0,133,36838,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.20 - Forsvarsakademiet,Andet
267 - Kadetter,511.4,24702,0,1322,670,14,130,383,400,27621,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.20 - Forsvarsakademiet,Andet
268 - Stampersonel (OK- CS),51.0,25984,0,5783,2608,1984,1094,256,2014,39723,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.20 - Forsvarsakademiet,Andet
276 - Stampersonel Cs,15.3,24767,604,5448,4030,1658,1039,299,2301,40147,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.20 - Forsvarsakademiet,Andet
553 - Ph.d. Stipendiater,5.0,30435,0,5386,1456,351,0,0,0,37628,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.20 - Forsvarsakademiet,Andet
"643 - Officerer m.fl. OK, HOD",75.5,30078,0,6632,5119,1266,654,908,1190,45847,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.20 - Forsvarsakademiet,Andet
35 - Fysioterapeuter,10.0,32265,0,6696,383,3694,0,0,0,43038,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.21 - Forsvarets Sanitetskommando,Andet
49 - Magistre,8.0,36093,0,7449,1007,5624,0,0,0,50173,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.21 - Forsvarets Sanitetskommando,Andet
67 - Læger i Staten,21.4,33107,0,7501,10002,138,0,233,324,51305,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.21 - Forsvarets Sanitetskommando,Andet
69 - Tandlæger,5.8,40363,0,8627,4384,4413,0,-430,0,57356,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.21 - Forsvarets Sanitetskommando,Andet
113 - Særlig aflønnede,36.6,58734,0,11127,392,8480,0,0,2681,81415,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.21 - Forsvarets Sanitetskommando,Andet
171 - Stampers.Tjm. HKKF,6.0,23346,0,4525,3671,2104,0,0,1468,35113,"2024, 1. kvt.",§12 - Forsvarsministeriet,§12.23.21 - Forsvarets Sanitetskommando,Andet
