Personalekategori,Stilling,Årsværk,Basisløn,Plustid,Pension,Faste/midl. tillæg (Centrale),Faste tillæg (Lokale),Midlert. tillæg (Lokale),Engangs-vederlag,Andre tillæg,Samlet løn,Periode,Ministerområde,Hovedkonto,Type
238 - IT-medarbejdere,Projektleder,5.0,34845,0,9639,95,22671,1395,250,24,68920,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
238 - IT-medarbejdere,Sektionsleder,9.0,35746,0,10559,60,28952,0,0,1168,76484,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
240 - Kontorfunktionærer,Afdelingschef,4.0,56226,0,14748,0,20330,12767,1354,80,105505,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
240 - Kontorfunktionærer,Assistent,27.8,27271,0,4745,128,844,141,18,471,33619,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
240 - Kontorfunktionærer,Elev,88.0,21207,0,3602,6,16,37,17,63,24948,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
240 - Kontorfunktionærer,Konsulent,223.3,33756,174,6885,244,6790,408,188,225,48670,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
240 - Kontorfunktionærer,Kontorassistent,14.9,24892,0,4620,360,2031,351,56,1081,33391,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
240 - Kontorfunktionærer,Kontorfuldmægtig,1214.3,31206,34,5656,203,1846,405,238,420,40008,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
240 - Kontorfunktionærer,Overassistent,675.5,28936,23,5000,152,561,140,153,585,35550,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
240 - Kontorfunktionærer,Sektionsleder,42.0,37955,0,8601,112,13689,189,589,200,61335,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
240 - Kontorfunktionærer,Studerende,139.2,20615,0,3070,248,0,0,10,141,24084,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
249 - Politikadetter,Politikadet,200.7,27605,0,4815,314,0,0,155,2874,35763,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
303 - Polititjenestemænd,Afdelingsleder,6.0,47510,0,9965,13759,0,0,2083,264,73581,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
303 - Polititjenestemænd,Centerchef,5.0,49111,0,10779,16883,0,0,2093,8722,87588,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
303 - Polititjenestemænd,Chefkonsulent,20.2,40525,749,8008,8325,0,0,708,800,59116,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
303 - Polititjenestemænd,Konsulent,372.7,39079,251,6556,2602,40,139,707,1399,50772,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
303 - Polititjenestemænd,Kriminalassistent,14.8,35525,0,6071,2752,0,196,427,1617,46587,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
303 - Polititjenestemænd,Kriminalassistent-1,99.1,37550,0,6412,2990,61,341,624,1054,49033,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
303 - Polititjenestemænd,Politiassistent,5515.0,33897,93,5790,3147,42,131,478,2626,46203,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
303 - Polititjenestemænd,Politiassistent-1,700.1,37381,61,6498,3175,30,126,439,2206,49917,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
303 - Polititjenestemænd,Politibetjent,2505.6,30546,23,4656,438,12,33,136,2985,38828,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
303 - Polititjenestemænd,Politiinspektør,58.0,54244,0,11504,17112,0,0,3039,9624,95522,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
303 - Polititjenestemænd,Politikommissær,752.1,41109,24,7407,5316,9,82,1016,2794,57758,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
303 - Polititjenestemænd,Sektionsleder,17.0,44504,0,8515,8638,0,0,1336,1182,64174,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
303 - Polititjenestemænd,Specialkonsulent,478.8,40957,179,6940,3110,2,202,772,979,53141,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
303 - Polititjenestemænd,Vicepolitiinspektør,141.0,45909,0,8745,9172,310,0,1588,5053,70778,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.01 - Politiet og den lokale anklagemyndighed mv.,Andet
46 - Jurister/økonomer,Anklager,53.8,36581,0,8780,5002,1668,4985,1012,55,58082,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.04 - Den Centrale Anklagemyndighed,Andet
46 - Jurister/økonomer,Chefkonsulent,20.7,52495,0,11749,239,10736,439,1169,0,76827,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.04 - Den Centrale Anklagemyndighed,Andet
46 - Jurister/økonomer,Fuldmægtig,3.3,32928,0,7338,3863,3882,0,0,0,48009,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.04 - Den Centrale Anklagemyndighed,Andet
46 - Jurister/økonomer,Senioranklager,26.4,45944,0,10043,1133,6200,469,796,0,64587,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.04 - Den Centrale Anklagemyndighed,Andet
46 - Jurister/økonomer,Specialanklager,47.3,49215,348,10950,0,9378,806,1145,14,71856,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.04 - Den Centrale Anklagemyndighed,Andet
46 - Jurister/økonomer,Specialkonsulent,8.5,47602,0,9322,0,2932,68,977,0,60901,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.04 - Den Centrale Anklagemyndighed,Andet
46 - Jurister/økonomer,Vicestatsadvokat,8.0,60088,0,15360,1646,7156,15016,1831,0,101096,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.04 - Den Centrale Anklagemyndighed,Andet
49 - Magistre,Chefkonsulent,4.0,51867,0,11056,0,8224,0,0,0,71147,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.04 - Den Centrale Anklagemyndighed,Andet
49 - Magistre,Psykolog,4.1,36194,0,9317,74,14054,0,404,0,60043,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.04 - Den Centrale Anklagemyndighed,Andet
67 - Læger i Staten,Læge,4.8,50909,0,14537,45,23763,3546,0,0,92800,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.04 - Den Centrale Anklagemyndighed,Andet
127 - Tjenestemænd,Kontorfuldmægtig,5.0,33345,0,6359,229,5473,939,500,24,46870,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.04 - Den Centrale Anklagemyndighed,Andet
193 - Socialrådgivere,Socialrådgiver,4.0,36026,0,8525,98,8541,0,208,0,53397,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.04 - Den Centrale Anklagemyndighed,Andet
201 - Tjenestemænd,Specialanklager,16.9,49110,0,9211,12662,0,0,793,0,71777,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.04 - Den Centrale Anklagemyndighed,Andet
207 - Tjenestemænd (åremål),Statsadvokat,4.0,67766,0,14484,18208,5678,20826,0,0,126961,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.04 - Den Centrale Anklagemyndighed,Andet
224 - Servicemedarbejdere,Ejendomsservicemedarbejder,4.5,25384,0,4964,106,5733,420,0,5,36612,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.04 - Den Centrale Anklagemyndighed,Andet
238 - IT-medarbejdere,IT-Medarbejder,5.0,33656,0,7716,0,13145,189,250,3,54960,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.04 - Den Centrale Anklagemyndighed,Andet
240 - Kontorfunktionærer,Assistent,4.0,27860,0,5107,0,2821,0,0,0,35788,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.04 - Den Centrale Anklagemyndighed,Andet
240 - Kontorfunktionærer,Elev,5.0,17796,0,3045,0,0,0,0,2,20844,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.04 - Den Centrale Anklagemyndighed,Andet
240 - Kontorfunktionærer,Kontorfuldmægtig,45.6,31988,0,5928,74,3107,442,537,22,42099,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.04 - Den Centrale Anklagemyndighed,Andet
240 - Kontorfunktionærer,Overassistent,9.3,29658,0,5238,53,1617,164,224,13,36967,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.04 - Den Centrale Anklagemyndighed,Andet
240 - Kontorfunktionærer,Studerende,22.1,21293,0,3118,7,0,0,0,26,24444,"2026, 1. kvt.",§11 - Justitsministeriet,§11.23.04 - Den Centrale Anklagemyndighed,Andet
46 - Jurister/økonomer,Akademiker,4.0,33514,0,7352,0,6076,0,0,25,46967,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
46 - Jurister/økonomer,Chefkons. m. personaleledelse,21.0,53609,0,11104,89,6605,53,933,0,72394,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
46 - Jurister/økonomer,Chefkonsulent,13.4,50085,523,10783,0,4642,535,273,0,66841,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
46 - Jurister/økonomer,Fuldmægtig,85.1,34163,0,7423,4485,2067,443,142,0,48724,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
46 - Jurister/økonomer,Institutionschef,5.0,61090,0,16108,14113,1568,12024,833,0,105736,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
46 - Jurister/økonomer,Områdechef,6.0,56605,0,13939,4509,4372,10557,0,0,89982,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
46 - Jurister/økonomer,Specialkonsulent,39.6,46994,0,9291,31,2359,201,145,0,59021,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
49 - Magistre,Akademiker,8.9,34981,0,7957,0,7532,410,0,47,50927,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
49 - Magistre,Chefkonsulent,4.0,50522,0,9856,0,3443,0,0,0,63821,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
49 - Magistre,Fuldmægtig,19.1,33188,309,7313,4095,3053,0,174,0,48133,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
49 - Magistre,Psykolog,22.5,39685,359,9207,228,9468,145,93,0,59184,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
49 - Magistre,Specialkonsulent,9.0,46938,0,9420,0,3702,394,185,0,60640,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
67 - Læger i Staten,Afdelingslæge,12.5,49116,0,12703,2897,16877,856,67,0,82515,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
67 - Læger i Staten,Reservelæge-1,4.7,34978,0,9126,0,14365,0,0,0,58469,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
103 - Særligt aflønnede,Enhedschef,6.0,39883,0,6575,7427,1044,0,451,26,55407,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
103 - Særligt aflønnede,Erhvervsuddannelseskoordinator,7.8,31091,0,7394,4769,4200,0,214,90,47759,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
103 - Særligt aflønnede,Konsulent,5.0,36752,0,6854,1770,2998,0,167,9,48550,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
121 - Speciallæger,Speciallægekonsulent,3.4,72577,0,1796,0,3385,0,0,0,77758,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
127 - Tjenestemænd,Enhedschef,82.3,39863,0,6428,4525,5073,984,309,298,57480,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
127 - Tjenestemænd,Enhedsleder,135.3,37004,0,5924,1881,2702,511,267,588,48878,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
127 - Tjenestemænd,Fængselsbetjent,1514.8,28487,20,4635,3925,2175,1091,215,3635,44183,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
127 - Tjenestemænd,Konsulent,12.0,39448,0,6864,373,5307,913,160,73,53137,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
127 - Tjenestemænd,Overvagtmester,12.1,35103,0,5674,733,2228,934,330,2879,47882,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
127 - Tjenestemænd,Sikkerhedskonsulent,14.0,37417,0,5971,475,5041,658,60,607,50229,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
127 - Tjenestemænd,Sikkerhedskoordinator,9.0,35141,0,5545,99,5579,674,93,130,47262,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
127 - Tjenestemænd,Uddannelseskonsulent,24.0,35358,0,5888,709,4775,302,181,281,47494,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
127 - Tjenestemænd,Værkmester,234.2,29705,0,4757,4599,2830,832,168,352,43243,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
135 - Institutiionsmedarbejdere,Institutionsmedarbejde,57.1,25346,0,4575,1827,1932,321,146,3393,37541,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
137 - Pædagogiske assistenter,Pædagog,37.6,27253,0,6885,2052,6327,284,175,1365,44342,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
137 - Pædagogiske assistenter,Pædagogisk assistent,25.9,27253,0,6775,1794,5728,554,132,2566,44803,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
138 - Transportbetjente,Transportbetjent,182.1,25455,0,4157,1281,539,104,95,280,31911,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
143 - Vejledere,Uddannelses- og erhvervsvejled,15.1,34107,391,7606,2128,2842,220,55,5,47354,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
151 - Fængselslærere m.fl.,Enhedsleder,3.1,33936,1871,8307,1282,6465,0,266,15,52141,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
151 - Fængselslærere m.fl.,Faglærer,19.5,32223,0,7406,406,6016,496,38,14,46600,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
151 - Fængselslærere m.fl.,Fængselslærer,74.4,34106,156,7697,2257,3094,172,134,22,47640,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
151 - Fængselslærere m.fl.,Lærer,8.0,34934,0,8046,2406,4535,273,240,17,50452,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
152 - Fængselsbetjente og værkmestre,Fængselsbetjent,26.1,32036,0,5456,0,0,0,118,2144,39754,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
152 - Fængselsbetjente og værkmestre,Værkmester,5.1,32020,0,5485,0,0,0,82,7,37594,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
179 - Håndværkere og Teknikere,Elektriker,4.0,29634,0,5948,1456,4454,963,0,17,42471,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
179 - Håndværkere og Teknikere,Håndværker,11.3,29092,0,6210,64,6875,206,0,19,42466,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
193 - Socialrådgivere,Enhedschef,11.0,38483,0,9516,835,10462,430,333,10,60068,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
193 - Socialrådgivere,Enhedsleder,25.9,36973,0,8643,146,7718,489,258,23,54250,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
193 - Socialrådgivere,Forsorgsassistent,290.7,31712,121,6870,1593,3440,220,131,539,44626,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
193 - Socialrådgivere,Socialrådgiver,260.8,32105,76,7060,400,4023,479,126,467,44736,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
201 - Tjenestemænd,Enhedschef,4.0,40734,0,8190,4697,8075,312,250,0,62258,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
201 - Tjenestemænd,Forsorgsassistent,18.6,32116,0,6178,1867,5294,301,179,1663,47598,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
201 - Tjenestemænd,Fuldmægtig,7.0,31481,0,6981,3206,7244,497,298,4,49709,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
201 - Tjenestemænd,Fængselsinspektør,4.0,59851,0,12531,23806,963,0,313,8,97472,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
201 - Tjenestemænd,Konsulent,5.0,37248,0,8321,3512,7083,1957,250,16,58388,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
201 - Tjenestemænd,Pædagogisk assistent,14.0,27253,0,5802,1454,6108,868,60,3893,45439,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
202 - Tjenestemænd - PP,Fængselsbetjent,366.8,23475,0,3558,29,52,91,16,2041,29262,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
202 - Tjenestemænd - PP,Værkmester,51.8,28994,0,4249,1718,2170,264,69,118,37583,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
207 - Tjenestemænd (åremål),Institutionschef,5.0,58729,0,11382,11390,271,10464,667,0,92902,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
211 - Tjenestemandslignende,Fængselsbetjent,5.1,24698,0,3750,610,212,0,0,2562,31832,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
221 - Køkkenmedhjælpere,Køkkenmedhjælper,21.3,24368,0,4050,58,992,59,94,1339,30960,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
224 - Servicemedarbejdere,Ejendomsservicemedarbejder,18.0,25944,0,4894,244,4810,375,176,55,36499,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
240 - Kontorfunktionærer,Kontorelev,12.8,21769,0,3684,0,0,0,0,21,25473,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
240 - Kontorfunktionærer,Kontorfunktionær,304.0,29887,135,5772,276,4048,142,131,208,40600,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
240 - Kontorfunktionærer,Studerende,5.3,20714,0,3328,0,0,0,0,265,24307,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
248 - Specialarbejdere m.fl.,Specialarbejder,13.4,25644,0,4513,348,3627,491,175,21,34818,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
251 - Sygeplejersker,Fængselssygepl.,79.7,34985,0,7239,78,1788,516,118,579,45303,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
258 - Kokke og kogersker,Kok,6.0,28215,0,5277,43,5600,0,292,262,39689,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
266 - Køkkenpersonale,Ernæringsassistent,4.9,26126,0,5919,0,3988,556,0,560,37149,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
266 - Køkkenpersonale,Køkkenleder,4.0,28406,0,6217,133,3335,247,417,326,39080,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
46 - Jurister/økonomer,Chefkons. m. personaleledelse,7.0,53609,0,12352,0,13170,482,0,0,79613,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.01 - Domstolsstyrelsen,Styrelse
46 - Jurister/økonomer,Chefkonsulent,17.7,48058,2798,10433,60,5772,0,1743,0,68865,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.01 - Domstolsstyrelsen,Styrelse
46 - Jurister/økonomer,Fuldmægtig,21.8,32174,272,7003,4144,1804,0,46,0,45442,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.01 - Domstolsstyrelsen,Styrelse
46 - Jurister/økonomer,Specialkonsulent,14.1,45962,1061,9918,46,3995,0,399,0,61382,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.01 - Domstolsstyrelsen,Styrelse
49 - Magistre,Chefkons. m. personaleledelse,4.0,53609,0,13461,0,19786,0,0,0,86856,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.01 - Domstolsstyrelsen,Styrelse
49 - Magistre,Chefkonsulent,6.1,49628,974,10608,0,7028,0,817,0,69055,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.01 - Domstolsstyrelsen,Styrelse
49 - Magistre,Fuldmægtig,4.8,35318,0,8030,5423,4232,0,0,0,53003,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.01 - Domstolsstyrelsen,Styrelse
49 - Magistre,Specialkonsulent,4.0,46938,0,8900,0,1221,0,333,0,57392,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.01 - Domstolsstyrelsen,Styrelse
201 - Tjenestemænd,Kontorfuldmægtig,3.1,31762,1720,6354,1942,3745,0,0,0,45523,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.01 - Domstolsstyrelsen,Styrelse
238 - IT-medarbejdere,IT-Medarbejder,43.1,38989,492,7630,29,6781,161,27,104,54213,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.01 - Domstolsstyrelsen,Styrelse
240 - Kontorfunktionærer,Kontorfunktionær,18.1,30599,564,6181,20,6215,0,111,434,44124,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.01 - Domstolsstyrelsen,Styrelse
